gi	idone	id	ref.prot
16329170	16329841	slr2005	NP_440569.1
16329170	16329842	sll1925	NP_440570.1
16329170	16329843	slr2006	NP_440571.1
16329170	16329844	slr2007	NP_440572.1
16329170	16329845	slr2008	NP_440573.1
16329170	16329846	slr2009	NP_440574.1
16329170	16329847	slr2010	NP_440575.1
16329170	16329848	ssr3409	NP_440576.1
16329170	16329849	ssr3410	NP_440577.1
16329170	16329850	slr2011	NP_440578.1
16329170	16329851	slr2012	NP_440579.1
16329170	16329852	slr2013	NP_440580.1
16329170	16329853	sll1924	NP_440581.1
16329170	16329854	slr2015	NP_440582.1
16329170	16329855	slr2016	NP_440583.1
16329170	16329856	slr2017	NP_440584.1
16329170	16329857	slr2018	NP_440585.1
16329170	16329858	slr2019	NP_440586.1
16329170	16329859	sll1921	NP_440587.1
16329170	16329860	sll1920	NP_440588.1
16329170	16329861	slr2023	NP_440589.1
16329170	16329862	slr2024	NP_440590.1
16329170	16329863	slr2025	NP_440591.1
16329170	16329864	sll1917	NP_440592.1
16329170	16329865	sll1916	NP_440593.1
16329170	16329866	sll1915	NP_440594.1
16329170	16329867	slr2026	NP_440595.1
16329170	16329868	slr2027	NP_440596.1
16329170	16329869	sll1913	NP_440597.1
16329170	16329870	sll1912	NP_440598.1
16329170	16329871	ssl3615	NP_440599.1
16329170	16329872	sll1911	NP_440600.1
16329170	16329873	sll1910	NP_440601.1
16329170	16329874	slr2030	NP_440602.1
16329170	16329875	slr2031	NP_440603.1
16329170	16329876	slr1133	NP_440604.1
16329170	16329877	slr1134	NP_440605.1
16329170	16329878	slr1135	NP_440606.1
16329170	16329879	sll1084	NP_440607.1
16329170	16329880	slr1136	NP_440608.1
16329170	16329881	slr1137	NP_440609.1
16329170	16329882	slr1138	NP_440610.1
16329170	16329883	slr1139	NP_440611.1
16329170	16329884	slr1140	NP_440612.1
16329170	16329885	sll1082	NP_440613.1
16329170	16329886	sll1081	NP_440614.1
16329170	16329887	sll1080	NP_440615.1
16329170	16329888	sll1079	NP_440616.1
16329170	16329889	sll1078	NP_440617.1
16329170	16329890	sll1077	NP_440618.1
16329170	16329891	slr1142	NP_440619.1
16329170	16329892	slr1143	NP_440620.1
16329170	16329893	sll1076	NP_440621.1
16329170	16329894	sll1074	NP_440622.1
16329170	16329895	slr1145	NP_440623.1
16329170	16329896	slr1147	NP_440624.1
16329170	16329897	slr1148	NP_440625.1
16329170	16329898	slr1149	NP_440626.1
16329170	16329899	slr1150	NP_440627.1
16329170	16329900	sll1072	NP_440628.1
16329170	16329901	sll1071	NP_440629.1
16329170	16329902	sll1070	NP_440630.1
16329170	16329903	sll1069	NP_440631.1
16329170	16329904	ssl2084	NP_440632.1
16329170	16329905	sll1068	NP_440633.1
16329170	16329906	ssl3451	NP_440634.1
16329170	16329907	slr1890	NP_440635.1
16329170	16329908	sll1825	NP_440636.1
16329170	16329909	sll1824	NP_440637.1
16329170	16329911	ssl3446	NP_440639.1
16329170	16329912	ssl3445	NP_440640.1
16329170	16329913	sll1822	NP_440641.1
16329170	16329914	sll1821	NP_440642.1
16329170	16329915	sll1820	NP_440643.1
16329170	16329916	sll1819	NP_440644.1
16329170	16329917	sll1818	NP_440645.1
16329170	16329918	sll1817	NP_440646.1
16329170	16329919	sll1816	NP_440647.1
16329170	16329920	sml0006	NP_440648.1
16329170	16329922	sll1815	NP_440650.1
16329170	16329923	sll1814	NP_440651.1
16329170	16329924	sll1813	NP_440652.1
16329170	16329925	sll1812	NP_440653.1
16329170	16329926	sll1811	NP_440654.1
16329170	16329927	sll1810	NP_440655.1
16329170	16329928	sll1809	NP_440656.1
16329170	16329929	sll1808	NP_440657.1
16329170	16329930	sll1807	NP_440658.1
16329170	16329931	sll1806	NP_440659.1
16329170	16329932	ssl3437	NP_440660.1
16329170	16329933	ssl3436	NP_440661.1
16329170	16329934	sll1805	NP_440662.1
16329170	16329935	sll1804	NP_440663.1
16329170	16329936	sll1803	NP_440664.1
16329170	16329937	ssl3432	NP_440665.1
16329170	16329938	sll1802	NP_440666.1
16329170	16329939	sll1801	NP_440667.1
16329170	16329940	sll1800	NP_440668.1
16329170	16329941	sll1799	NP_440669.1
16329170	16329942	slr1894	NP_440670.1
16329170	16329943	sll1797	NP_440671.1
16329170	16329944	slr1895	NP_440672.1
16329170	16329945	slr1896	NP_440673.1
16329170	16329946	sll1796	NP_440674.1
16329170	16329947	slr1897	NP_440675.1
16329170	16329948	slr1898	NP_440676.1
16329170	16329949	slr1899	NP_440677.1
16329170	16329950	slr1900	NP_440678.1
16329170	16329951	slr1901	NP_440679.1
16329170	16329952	slr1902	NP_440680.1
16329170	16329953	slr1903	NP_440681.1
16329170	16329954	sll1792	NP_440682.1
16329170	16329955	sll1791	NP_440683.1
16329170	16329956	sll1789	NP_440684.1
16329170	16329957	sll1787	NP_440685.1
16329170	16329958	sll1786	NP_440686.1
16329170	16329959	ssl2233	NP_440687.1
16329170	16329960	sll1124	NP_440688.1
16329170	16329961	sll1123	NP_440689.1
16329170	16329962	sll1121	NP_440690.1
16329170	16329963	sll1120	NP_440691.1
16329170	16329964	sll1119	NP_440692.1
16329170	16329965	slr1194	NP_440693.1
16329170	16329966	slr1195	NP_440694.1
16329170	16329967	slr1196	NP_440695.1
16329170	16329968	slr1197	NP_440696.1
16329170	16329969	sll1118	NP_440697.1
16329170	16329970	ssr2009	NP_440698.1
16329170	16329971	slr1198	NP_440699.1
16329170	16329972	slr1199	NP_440700.1
16329170	16329973	slr1200	NP_440701.1
16329170	16329974	slr1201	NP_440702.1
16329170	16329975	slr1202	NP_440703.1
16329170	16329976	slr1203	NP_440704.1
16329170	16329977	slr1204	NP_440705.1
16329170	16329978	slr1205	NP_440706.1
16329170	16329979	slr1206	NP_440707.1
16329170	16329980	slr1207	NP_440708.1
16329170	16329981	ssr2016	NP_440709.1
16329170	16329982	slr1208	NP_440710.1
16329170	16329983	slr1209	NP_440711.1
16329170	16329984	slr1210	NP_440712.1
16329170	16329985	slr1211	NP_440713.1
16329170	16329986	slr1212	NP_440714.1
16329170	16329987	slr1213	NP_440715.1
16329170	16329988	slr1214	NP_440716.1
16329170	16329989	slr1215	NP_440717.1
16329170	16329990	sll1112	NP_440718.1
16329170	16329991	slr1216	NP_440719.1
16329170	16329992	sll1971	NP_440720.1
16329170	16329993	slr2070	NP_440721.1
16329170	16329994	slr2071	NP_440722.1
16329170	16329995	sll1969	NP_440723.1
16329170	16329996	sll1968	NP_440724.1
16329170	16329997	sll1967	NP_440725.1
16329170	16329998	slr2072	NP_440726.1
16329170	16329999	slr2073	NP_440727.1
16329170	16330000	slr2074	NP_440728.1
16329170	16330001	sll1965	NP_440729.1
16329170	16330002	slr2075	NP_440730.1
16329170	16330003	slr2076	NP_440731.1
16329170	16330004	slr2077	NP_440732.1
16329170	16330005	slr2078	NP_440733.1
16329170	16330006	ssl3712	NP_440734.1
16329170	16330007	sll1747	NP_440735.1
16329170	16330008	sll1746	NP_440736.1
16329170	16330009	sll1745	NP_440737.1
16329170	16330010	sll1744	NP_440738.1
16329170	16330011	sll1743	NP_440739.1
16329170	16330012	sll1742	NP_440740.1
16329170	16330013	ssl3335	NP_440741.1
16329170	16330014	sll1740	NP_440742.1
16329170	16330015	slr1826	NP_440743.1
16329170	16330016	slr1827	NP_440744.1
16329170	16330017	sll1739	NP_440745.1
16329170	16330018	sll1738	NP_440746.1
16329170	16330019	sll1737	NP_440747.1
16329170	16330020	slr1828	NP_440748.1
16329170	16330021	slr1829	NP_440749.1
16329170	16330022	slr1830	NP_440750.1
16329170	16330023	sll1736	NP_440751.1
16329170	16330024	sll1735	NP_440752.1
16329170	16330025	sll1734	NP_440753.1
16329170	16330026	sll1733	NP_440754.1
16329170	16330027	sll1732	NP_440755.1
16329170	16330028	sll1730	NP_440756.1
16329170	16330029	slr1834	NP_440757.1
16329170	16330030	slr1835	NP_440758.1
16329170	16330031	sll1726	NP_440759.1
16329170	16330032	sll1725	NP_440760.1
16329170	16330033	sll1724	NP_440761.1
16329170	16330034	sll1723	NP_440762.1
16329170	16330035	sll1722	NP_440763.1
16329170	16330036	slr1837	NP_440764.1
16329170	16330037	sll1721	NP_440765.1
16329170	16330038	slr1838	NP_440766.1
16329170	16330039	slr1839	NP_440767.1
16329170	16330040	slr1840	NP_440768.1
16329170	16330041	slr1841	NP_440769.1
16329170	16330042	slr1842	NP_440770.1
16329170	16330043	slr1843	NP_440771.1
16329170	16330044	slr1844	NP_440772.1
16329170	16330045	sll1717	NP_440773.1
16329170	16330046	sll1716	NP_440774.1
16329170	16330047	sll1715	NP_440775.1
16329170	16330048	sll1714	NP_440776.1
16329170	16330049	sll1713	NP_440777.1
16329170	16330050	sll1712	NP_440778.1
16329170	16330051	sll1469	NP_440779.1
16329170	16330052	slr1535	NP_440780.1
16329170	16330053	slr1536	NP_440781.1
16329170	16330054	slr1537	NP_440782.1
16329170	16330055	slr1538	NP_440783.1
16329170	16330056	slr1540	NP_440784.1
16329170	16330057	slr1541	NP_440785.1
16329170	16330058	slr1542	NP_440786.1
16329170	16330059	slr1543	NP_440787.1
16329170	16330060	sll1468	NP_440788.1
16329170	16330061	ssr2595	NP_440789.1
16329170	16330062	slr1544	NP_440790.1
16329170	16330063	slr1545	NP_440791.1
16329170	16330064	slr1546	NP_440792.1
16329170	16330065	slr1547	NP_440793.1
16329170	16330066	sll1466	NP_440794.1
16329170	16330067	ssl2823	NP_440795.1
16329170	16330068	sll1464	NP_440796.1
16329170	16330069	sll1463	NP_440797.1
16329170	16330070	sll1462	NP_440798.1
16329170	16330071	sll1461	NP_440799.1
16329170	16330072	sll1459	NP_440800.1
16329170	16330073	slr1549	NP_440801.1
16329170	16330074	ssr2611	NP_440802.1
16329170	16330075	slr1550	NP_440803.1
16329170	16330076	sll1457	NP_440804.1
16329170	16330077	sll1456	NP_440805.1
16329170	16330078	slr1552	NP_440806.1
16329170	16330079	sll1455	NP_440807.1
16329170	16330080	sll1454	NP_440808.1
16329170	16330081	sll1453	NP_440809.1
16329170	16330082	sll1452	NP_440810.1
16329170	16330083	sll1451	NP_440811.1
16329170	16330084	sll1450	NP_440812.1
16329170	16330085	sll1634	NP_440813.1
16329170	16330086	slr1748	NP_440814.1
16329170	16330087	ssl3177	NP_440815.1
16329170	16330088	sll1633	NP_440816.1
16329170	16330089	sll1632	NP_440817.1
16329170	16330090	slr1751	NP_440818.1
16329170	16330091	slr1752	NP_440819.1
16329170	16330093	slr1218	NP_440821.1
16329170	16330094	slr1219	NP_440822.1
16329170	16330095	slr1220	NP_440823.1
16329170	16330096	slr1222	NP_440824.1
16329170	16330097	sll1143	NP_440825.1
16329170	16330098	sll1142	NP_440826.1
16329170	16330099	slr1223	NP_440827.1
16329170	16330100	slr1224	NP_440828.1
16329170	16330101	slr1225	NP_440829.1
16329170	16330102	sll1138	NP_440830.1
16329170	16330103	slr1226	NP_440831.1
16329170	16330104	slr1227	NP_440832.1
16329170	16330105	slr1228	NP_440833.1
16329170	16330106	slr1229	NP_440834.1
16329170	16330107	slr1230	NP_440835.1
16329170	16330108	sll1135	NP_440836.1
16329170	16330109	slr1232	NP_440837.1
16329170	16330110	ssr2047	NP_440838.1
16329170	16330111	slr1233	NP_440839.1
16329170	16330112	ssr2049	NP_440840.1
16329170	16330113	slr1234	NP_440841.1
16329170	16330114	slr1235	NP_440842.1
16329170	16330115	slr1236	NP_440843.1
16329170	16330116	ssl2250	NP_440844.1
16329170	16330117	sll1132	NP_440845.1
16329170	16330118	sll1131	NP_440846.1
16329170	16330119	slr1237	NP_440847.1
16329170	16330120	sll1130	NP_440848.1
16329170	16330121	ssl2245	NP_440849.1
16329170	16330122	sll1129	NP_440850.1
16329170	16330123	ssr2060	NP_440851.1
16329170	16330124	ssr2061	NP_440852.1
16329170	16330125	slr1238	NP_440853.1
16329170	16330126	ssr2062	NP_440854.1
16329170	16330127	sll1127	NP_440855.1
16329170	16330128	slr1239	NP_440856.1
16329170	16330129	slr1240	NP_440857.1
16329170	16330130	slr1241	NP_440858.1
16329170	16330131	ssr2067	NP_440859.1
16329170	16330132	slr1434	NP_440860.1
16329170	16330133	slr1435	NP_440861.1
16329170	16330134	slr1436	NP_440862.1
16329170	16330135	slr1437	NP_440863.1
16329170	16330136	slr1438	NP_440864.1
16329170	16330137	sll1362	NP_440865.1
16329170	16330138	ssr2406	NP_440866.1
16329170	16330139	sll1360	NP_440867.1
16329170	16330140	slr1440	NP_440868.1
16329170	16330141	sll1359	NP_440869.1
16329170	16330142	sll1358	NP_440870.1
16329170	16330143	sll1356	NP_440871.1
16329170	16330144	slr1441	NP_440872.1
16329170	16330145	sll1355	NP_440873.1
16329170	16330146	slr1442	NP_440874.1
16329170	16330147	slr1443	NP_440875.1
16329170	16330148	slr1444	NP_440876.1
16329170	16330149	ssr2422	NP_440877.1
16329170	16330150	sll1354	NP_440878.1
16329170	16330151	sll1353	NP_440879.1
16329170	16330152	sll1352	NP_440880.1
16329170	16330153	slr1448	NP_440881.1
16329170	16330154	slr1449	NP_440882.1
16329170	16330155	slr1450	NP_440883.1
16329170	16330156	sll1350	NP_440884.1
16329170	16330157	sll1349	NP_440885.1
16329170	16330158	sll1348	NP_440886.1
16329170	16330159	sll1282	NP_440887.1
16329170	16330160	sll1281	NP_440888.1
16329170	16330161	sll1280	NP_440889.1
16329170	16330162	slr1356	NP_440890.1
16329170	16330163	slr1357	NP_440891.1
16329170	16330164	sll1277	NP_440892.1
16329170	16330165	sll1276	NP_440893.1
16329170	16330166	sll1275	NP_440894.1
16329170	16330167	slr1362	NP_440895.1
16329170	16330168	sll1274	NP_440896.1
16329170	16330169	slr1363	NP_440897.1
16329170	16330170	slr1364	NP_440898.1
16329170	16330171	slr1365	NP_440899.1
16329170	16330172	slr1366	NP_440900.1
16329170	16330173	sll1273	NP_440901.1
16329170	16330174	sll1272	NP_440902.1
16329170	16330175	sll1271	NP_440903.1
16329170	16330176	sll1270	NP_440904.1
16329170	16330177	ssl2501	NP_440905.1
16329170	16330178	slr1367	NP_440906.1
16329170	16330180	slr1369	NP_440908.1
16329170	16330181	sll1268	NP_440909.1
16329170	16330182	sll1267	NP_440910.1
16329170	16330183	sll1265	NP_440911.1
16329170	16330184	sll0877	NP_440912.1
16329170	16330185	slr0875	NP_440913.1
16329170	16330186	sll0876	NP_440914.1
16329170	16330187	sll0875	NP_440915.1
16329170	16330188	slr0876	NP_440916.1
16329170	16330189	ssr1480	NP_440917.1
16329170	16330190	slr0877	NP_440918.1
16329170	16330191	slr0878	NP_440919.1
16329170	16330192	slr0879	NP_440920.1
16329170	16330193	slr0880	NP_440921.1
16329170	16330194	sll0873	NP_440922.1
16329170	16330195	ssl1633	NP_440923.1
16329170	16330196	slr0881	NP_440924.1
16329170	16330197	sll0872	NP_440925.1
16329170	16330198	slr0882	NP_440926.1
16329170	16330199	slr0883	NP_440927.1
16329170	16330200	sll0871	NP_440928.1
16329170	16330201	slr0884	NP_440929.1
16329170	16330202	slr0885	NP_440930.1
16329170	16330203	sll0869	NP_440931.1
16329170	16330204	sll0868	NP_440932.1
16329170	16330205	sll0867	NP_440933.1
16329170	16330206	slr0886	NP_440934.1
16329170	16330207	slr0887	NP_440935.1
16329170	16330208	slr0888	NP_440936.1
16329170	16330209	slr0889	NP_440937.1
16329170	16330210	ssr1499	NP_440938.1
16329170	16330211	slr0890	NP_440939.1
16329170	16330212	sll0865	NP_440940.1
16329170	16330213	slr0891	NP_440941.1
16329170	16330214	sll0864	NP_440942.1
16329170	16330215	sll0863	NP_440943.1
16329170	16330216	sll0862	NP_440944.1
16329170	16330217	sll0861	NP_440945.1
16329170	16330218	sll0860	NP_440946.1
16329170	16330219	sll1317	NP_440947.1
16329170	16330220	sll1316	NP_440948.1
16329170	16330221	ssl2598	NP_440949.1
16329170	16330222	smr0009	NP_440950.1
16329170	16330223	ssl2595	NP_440951.1
16329170	16330224	sll1315	NP_440952.1
16329170	16330225	sll1314	NP_440953.1
16329170	16330226	slr1403	NP_440954.1
16329170	16330227	sll1308	NP_440955.1
16329170	16330228	slr1406	NP_440956.1
16329170	16330229	slr1407	NP_440957.1
16329170	16330230	slr1409	NP_440958.1
16329170	16330231	slr1410	NP_440959.1
16329170	16330232	sll1307	NP_440960.1
16329170	16330233	sll1306	NP_440961.1
16329170	16330234	sll1305	NP_440962.1
16329170	16330235	sll1304	NP_440963.1
16329170	16330236	sll1785	NP_440964.1
16329170	16330237	sll1784	NP_440965.1
16329170	16330238	sll1783	NP_440966.1
16329170	16330239	slr1852	NP_440967.1
16329170	16330240	slr1853	NP_440968.1
16329170	16330241	slr1854	NP_440969.1
16329170	16330242	slr1855	NP_440970.1
16329170	16330243	slr1856	NP_440971.1
16329170	16330244	slr1857	NP_440972.1
16329170	16330245	slr1859	NP_440973.1
16329170	16330246	slr1860	NP_440974.1
16329170	16330247	slr1861	NP_440975.1
16329170	16330248	slr1862	NP_440976.1
16329170	16330249	sll1780	NP_440977.1
16329170	16330250	slr1863	NP_440978.1
16329170	16330251	slr1864	NP_440979.1
16329170	16330252	slr1865	NP_440980.1
16329170	16330253	slr1866	NP_440981.1
16329170	16330254	slr1867	NP_440982.1
16329170	16330255	sll1776	NP_440983.1
16329170	16330256	sll1775	NP_440984.1
16329170	16330257	sll1774	NP_440985.1
16329170	16330258	slr1869	NP_440986.1
16329170	16330259	slr1870	NP_440987.1
16329170	16330260	sll1773	NP_440988.1
16329170	16330261	slr1871	NP_440989.1
16329170	16330262	sll1772	NP_440990.1
16329170	16330263	sll1771	NP_440991.1
16329170	16330264	sll1770	NP_440992.1
16329170	16330265	sll1769	NP_440993.1
16329170	16330266	ssl3383	NP_440994.1
16329170	16330267	ssl3382	NP_440995.1
16329170	16330268	sll1768	NP_440996.1
16329170	16330269	slr1874	NP_440997.1
16329170	16330270	slr1875	NP_440998.1
16329170	16330271	ssl3379	NP_440999.1
16329170	16330272	slr1876	NP_441000.1
16329170	16330273	sll1767	NP_441001.1
16329170	16330274	slr1877	NP_441002.1
16329170	16330275	slr1878	NP_441003.1
16329170	16330276	sll1766	NP_441004.1
16329170	16330277	sll1765	NP_441005.1
16329170	16330278	sll1764	NP_441006.1
16329170	16330279	sll1763	NP_441007.1
16329170	16330280	sll1762	NP_441008.1
16329170	16330281	slr1879	NP_441009.1
16329170	16330282	sll1761	NP_441010.1
16329170	16330283	sll1760	NP_441011.1
16329170	16330284	slr1880	NP_441012.1
16329170	16330285	sll1758	NP_441013.1
16329170	16330286	ssr3184	NP_441014.1
16329170	16330287	slr1881	NP_441015.1
16329170	16330289	sll1757	NP_441017.1
16329170	16330290	ssr3188	NP_441018.1
16329170	16330291	ssl3364	NP_441019.1
16329170	16330293	ssr3189	NP_441021.1
16329170	16330294	slr1885	NP_441022.1
16329170	16330295	slr1886	NP_441023.1
16329170	16330296	sll1755	NP_441024.1
16329170	16330297	slr1887	NP_441025.1
16329170	16330298	slr1888	NP_441026.1
16329170	16330299	slr2132	NP_441027.1
16329170	16330300	sll2015	NP_441028.1
16329170	16330301	sll2014	NP_441029.1
16329170	16330302	sll2013	NP_441030.1
16329170	16330303	sll2012	NP_441031.1
16329170	16330304	sll2011	NP_441032.1
16329170	16330305	sll2010	NP_441033.1
16329170	16330306	sll2009	NP_441034.1
16329170	16330307	sll2008	NP_441035.1
16329170	16330308	slr2135	NP_441036.1
16329170	16330309	slr2136	NP_441037.1
16329170	16330310	sll2007	NP_441038.1
16329170	16330311	sll2006	NP_441039.1
16329170	16330312	sll2005	NP_441040.1
16329170	16330313	ssl3829	NP_441041.1
16329170	16330314	sml0007	NP_441042.1
16329170	16330315	slr2141	NP_441043.1
16329170	16330316	sll2003	NP_441044.1
16329170	16330317	slr2143	NP_441045.1
16329170	16330318	sll2002	NP_441046.1
16329170	16330319	slr2144	NP_441047.1
16329170	16330320	slr1803	NP_441048.1
16329170	16330321	sll1710	NP_441049.1
16329170	16330322	sll1709	NP_441050.1
16329170	16330323	ssl3291	NP_441051.1
16329170	16330324	sll1708	NP_441052.1
16329170	16330325	slr1805	NP_441053.1
16329170	16330326	sll1704	NP_441054.1
16329170	16330327	sll1703	NP_441055.1
16329170	16330328	sll1702	NP_441056.1
16329170	16330329	slr1807	NP_441057.1
16329170	16330331	slr1809	NP_441059.1
16329170	16330332	sll1699	NP_441060.1
16329170	16330333	sll1698	NP_441061.1
16329170	16330334	sll1697	NP_441062.1
16329170	16330335	slr1811	NP_441063.1
16329170	16330336	slr1812	NP_441064.1
16329170	16330337	slr1813	NP_441065.1
16329170	16330338	slr1814	NP_441066.1
16329170	16330339	slr1815	NP_441067.1
16329170	16330340	slr1816	NP_441068.1
16329170	16330341	sll1696	NP_441069.1
16329170	16330342	sll1695	NP_441070.1
16329170	16330343	sll1694	NP_441071.1
16329170	16330344	sll1693	NP_441072.1
16329170	16330345	slr1818	NP_441073.1
16329170	16330346	sll1692	NP_441074.1
16329170	16330347	sll1691	NP_441075.1
16329170	16330348	slr1819	NP_441076.1
16329170	16330349	sll1689	NP_441077.1
16329170	16330350	sll1688	NP_441078.1
16329170	16330351	slr1820	NP_441079.1
16329170	16330352	sll1687	NP_441080.1
16329170	16330353	slr1821	NP_441081.1
16329170	16330354	slr1822	NP_441082.1
16329170	16330355	slr1732	NP_441083.1
16329170	16330356	sll1631	NP_441084.1
16329170	16330357	sll1630	NP_441085.1
16329170	16330358	sll1629	NP_441086.1
16329170	16330359	sll1628	NP_441087.1
16329170	16330360	slr1734	NP_441088.1
16329170	16330361	slr1735	NP_441089.1
16329170	16330362	sll1626	NP_441090.1
16329170	16330363	sll1625	NP_441091.1
16329170	16330364	sll1624	NP_441092.1
16329170	16330365	sll1623	NP_441093.1
16329170	16330366	slr1736	NP_441094.1
16329170	16330367	slr1737	NP_441095.1
16329170	16330368	sll1621	NP_441096.1
16329170	16330369	slr1738	NP_441097.1
16329170	16330370	sll1620	NP_441098.1
16329170	16330371	slr1739	NP_441099.1
16329170	16330372	slr1740	NP_441100.1
16329170	16330373	sll1618	NP_441101.1
16329170	16330374	slr1742	NP_441102.1
16329170	16330375	slr1743	NP_441103.1
16329170	16330376	slr1744	NP_441104.1
16329170	16330377	slr1746	NP_441105.1
16329170	16330378	slr1747	NP_441106.1
16329170	16330379	slr0851	NP_441107.1
16329170	16330380	slr0852	NP_441108.1
16329170	16330381	slr0853	NP_441109.1
16329170	16330382	slr0854	NP_441110.1
16329170	16330383	sll0858	NP_441111.1
16329170	16330384	sll0857	NP_441112.1
16329170	16330385	sll0856	NP_441113.1
16329170	16330386	sll0855	NP_441114.1
16329170	16330387	sll0854	NP_441115.1
16329170	16330388	sll0853	NP_441116.1
16329170	16330389	slr0856	NP_441117.1
16329170	16330390	slr0857	NP_441118.1
16329170	16330391	sll0851	NP_441119.1
16329170	16330392	sll0849	NP_441120.1
16329170	16330393	sll0848	NP_441121.1
16329170	16330394	sll0847	NP_441122.1
16329170	16330395	slr0861	NP_441123.1
16329170	16330396	sll0846	NP_441124.1
16329170	16330397	slr0862	NP_441125.1
16329170	16330398	slr0863	NP_441126.1
16329170	16330399	sll0844	NP_441127.1
16329170	16330400	sll0843	NP_441128.1
16329170	16330401	sll0842	NP_441129.1
16329170	16330402	slr0864	NP_441130.1
16329170	16330403	slr0865	NP_441131.1
16329170	16330404	sll0839	NP_441132.1
16329170	16330405	sll0838	NP_441133.1
16329170	16330406	sll0837	NP_441134.1
16329170	16330407	slr0867	NP_441135.1
16329170	16330408	slr0868	NP_441136.1
16329170	16330409	slr0869	NP_441137.1
16329170	16330410	slr0870	NP_441138.1
16329170	16330411	slr0871	NP_441139.1
16329170	16330412	slr0872	NP_441140.1
16329170	16330413	sll1165	NP_441141.1
16329170	16330414	slr1243	NP_441142.1
16329170	16330415	sll1164	NP_441143.1
16329170	16330416	sll1163	NP_441144.1
16329170	16330417	sll1162	NP_441145.1
16329170	16330418	sll1161	NP_441146.1
16329170	16330419	sll1160	NP_441147.1
16329170	16330420	sll1159	NP_441148.1
16329170	16330421	sll1158	NP_441149.1
16329170	16330422	slr1245	NP_441150.1
16329170	16330423	ssr2078	NP_441151.1
16329170	16330424	slr1246	NP_441152.1
16329170	16330425	sll1157	NP_441153.1
16329170	16330426	sll1156	NP_441154.1
16329170	16330427	sll1155	NP_441155.1
16329170	16330428	sll1154	NP_441156.1
16329170	16330429	slr1247	NP_441157.1
16329170	16330430	slr1248	NP_441158.1
16329170	16330431	slr1249	NP_441159.1
16329170	16330432	slr1250	NP_441160.1
16329170	16330433	slr1251	NP_441161.1
16329170	16330434	ssl2296	NP_441162.1
16329170	16330435	sll1151	NP_441163.1
16329170	16330436	ssr2087	NP_441164.1
16329170	16330437	sll1150	NP_441165.1
16329170	16330438	slr1253	NP_441166.1
16329170	16330439	slr1254	NP_441167.1
16329170	16330440	slr1255	NP_441168.1
16329170	16330441	sll1147	NP_441169.1
16329170	16330442	slr1256	NP_441170.1
16329170	16330443	slr1257	NP_441171.1
16329170	16330444	slr1258	NP_441172.1
16329170	16330445	slr1259	NP_441173.1
16329170	16330446	slr1260	NP_441174.1
16329170	16330447	slr1261	NP_441175.1
16329170	16330448	slr1262	NP_441176.1
16329170	16330449	slr1263	NP_441177.1
16329170	16330450	sll1961	NP_441178.1
16329170	16330451	sll1960	NP_441179.1
16329170	16330452	sll1959	NP_441180.1
16329170	16330453	sll1958	NP_441181.1
16329170	16330454	sll1957	NP_441182.1
16329170	16330455	slr2057	NP_441183.1
16329170	16330456	slr2058	NP_441184.1
16329170	16330457	slr2059	NP_441185.1
16329170	16330458	slr2060	NP_441186.1
16329170	16330459	sll1956	NP_441187.1
16329170	16330460	sll1954	NP_441188.1
16329170	16330461	ssl3692	NP_441189.1
16329170	16330462	slr2062	NP_441190.1
16329170	16330463	sll1951	NP_441191.1
16329170	16330464	sll1950	NP_441192.1
16329170	16330465	sll1949	NP_441193.1
16329170	16330466	slr2067	NP_441194.1
16329170	16330467	slr1986	NP_441195.1
16329170	16330468	ssr3383	NP_441196.1
16329170	16330469	sll1909	NP_441197.1
16329170	16330470	sll1908	NP_441198.1
16329170	16330471	slr1990	NP_441199.1
16329170	16330472	slr1991	NP_441200.1
16329170	16330473	slr1992	NP_441201.1
16329170	16330474	slr1993	NP_441202.1
16329170	16330475	slr1994	NP_441203.1
16329170	16330476	sll1906	NP_441204.1
16329170	16330477	sll1905	NP_441205.1
16329170	16330478	slr1998	NP_441206.1
16329170	16330479	slr1999	NP_441207.1
16329170	16330480	slr2000	NP_441208.1
16329170	16330481	slr2001	NP_441209.1
16329170	16330482	slr2002	NP_441210.1
16329170	16330483	slr2003	NP_441211.1
16329170	16330484	sll1902	NP_441212.1
16329170	16330485	ssr3402	NP_441213.1
16329170	16330486	slr2004	NP_441214.1
16329170	16330487	slr1712	NP_441215.1
16329170	16330488	sll1615	NP_441216.1
16329170	16330489	sll1614	NP_441217.1
16329170	16330490	sll1613	NP_441218.1
16329170	16330491	sll1612	NP_441219.1
16329170	16330492	sll1611	NP_441220.1
16329170	16330493	slr1715	NP_441221.1
16329170	16330494	slr1716	NP_441222.1
16329170	16330495	sll1609	NP_441223.1
16329170	16330496	sll1608	NP_441224.1
16329170	16330497	slr1717	NP_441225.1
16329170	16330498	sll1606	NP_441226.1
16329170	16330499	sll1605	NP_441227.1
16329170	16330500	slr1718	NP_441228.1
16329170	16330501	slr1719	NP_441229.1
16329170	16330502	slr1720	NP_441230.1
16329170	16330503	slr1721	NP_441231.1
16329170	16330504	slr1722	NP_441232.1
16329170	16330505	slr1723	NP_441233.1
16329170	16330506	sll1601	NP_441234.1
16329170	16330507	slr1724	NP_441235.1
16329170	16330508	ssl3127	NP_441236.1
16329170	16330509	sll1600	NP_441237.1
16329170	16330510	sll1599	NP_441238.1
