id	reaction
sll1468	Coniferyl aldehyde + NADPH + H+ + Oxygen <=>5-Hydroxyconiferaldehyde + NADP+ + H2O
sll1468	5-Cholestene + NADPH + Oxygen + H+ <=>5,6alpha-Epoxy-5alpha-cholestane + NADP+ + H2O
sll1468	Bisphenol A + NADH + H+ + Oxygen <=>1,2-Bis(4-hydroxyphenyl)-2-propanol + NAD+ + H2O
sll1468	Homomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>4-Methylthiobutanaldoxime + 3 H2O + 2 NADP+ + CO2
sll1468	L-Leucine + 2 Oxygen + 2 NADPH + 2 H+ <=> 3-Methylbutyraldehydeoxime + 3 H2O + 2 NADP+ + CO2
sll1468	(2'S)-Deoxymyxol 2'-alpha-L-fucoside <=> (3R,2'S)-Myxol2'-alpha-L-fucoside
sll1468	1-Methylnaphthalene + Oxygen + NADH + H+ <=>1-Hydroxymethylnaphthalene + NAD+ + H2O
sll1468	Hexahomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>9-Methylthiononanaldoxime + 3 H2O + 2 NADP+ + CO2
sll1468	Canthaxanthin <=> Phoenicoxanthin
sll1468	Estrone + H+ + Oxygen + NADPH <=> 16alpha-Hydroxyestrone + NADP+ +H2O
sll1468	Campesterol + Oxygen + NADPH <=> 22alpha-Hydroxy-campesterol + NADP++ H2O
sll1468	L-Tyrosine + 2 Oxygen + 2 NADPH + 2 H+ <=>(Z)-4-Hydroxyphenylacetaldehyde-oxime + 2 NADP+ + 3 H2O + CO2
sll1468	4-Hydroxycinnamyl aldehyde <=> Caffeic aldehyde
sll1468	Styrene + Oxygen + NADPH + H+ + FAD <=> Styrene oxide + NADP+ +FADH2 + H2O
sll1468	o-Xylene + Oxygen + NADH + H+ <=> 2-Methylbenzyl alcohol + NAD+ +H2O
sll1468	3'-Hydroxyechinenone <=> Adonixanthin
sll1468	5-Cholestene + Oxygen + NADPH + H+ <=>5,6beta-Epoxy-5beta-cholestane + NADP+ + H2O
sll1468	(1S,4R)-1-Hydroxy-2-oxolimonene + NADPH + Oxygen <=>(3R)-3-Isopropenyl-6-oxoheptanoate + NADP+ + HO-
sll1468	2-Hydroxyphenylacetate + Oxygen + NADH + H+ <=> Homogentisate + NAD++ H2O
sll1468	Echinenone <=> 3-Hydroxyechinenone
sll1468	Cholesterol + Oxygen + NADPH + H+ <=>Cholesterol-5beta,6beta-epoxide + NADP+ + H2O
sll1468	Benzoate + NADPH + Oxygen <=> Salicylate + NADP+ + H2O
sll1468	2,5-Dichlorohydroquinone + 2 NADH + Oxygen <=>5-Chloro-1,2,4-trihydroxybenzene + 2 NAD+ + HO- + Cl-
sll1468	2-Hexaprenyl-6-methoxyphenol + Oxygen <=>2-Hexaprenyl-6-methoxy-1,4-benzoquinone + H2O
sll1468	6-Oxocampestanol + Oxygen + NADPH <=> Cathasterone + NADP+ + H2O
sll1468	L-Tryptophan + 2 Oxygen + 2 NADPH + 2 H+ <=> Indole-3-acetaldehydeoxime + 3 H2O + 2 NADP+ + CO2
sll1468	alpha-Pinene + NADH + H+ + Oxygen <=> alpha-Pinene-oxide + NAD+ +H2O
sll1468	p-Cymene + Oxygen + NADH + H+ <=> p-Cumic alcohol + NAD+ + H2O
sll1468	Salicylate + NADPH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NADP+ +H2O
sll1468	2 Toluene-4-sulfonate + Oxygen + 2 H+ <=> 2 4-Cresol + 2 HSO3-
sll1468	Estradiol-17beta + H+ + Oxygen + NADPH <=> 2-Hydroxyestradiol-17beta+ NADP+ + H2O
sll1468	5alpha-Campestan-3-one + Oxygen + NADPH <=>22alpha-Hydroxy-5alpha-campestan-3-one + NADP+ + H2O
sll1468	L-Homophenylalanine + 2 Oxygen + 2 NADPH + 2 H+ <=>3-Phenylpropionaldoxim + 2 NADP+ + CO2 + 3 H2O
sll1468	2-Octaprenyl-6-methoxyphenol + Oxygen + NADPH <=>2-Octaprenyl-6-methoxy-1,4-benzoquinone + NADP+ + H2O
sll1468	2,4,6-Trichlorophenol + 2 NADH + Oxygen <=> 2,6-Dichlorohydroquinone+ 2 NAD+ + HO- + Cl-
sll1468	Dihomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>5-Methylthiopentanaldoxime + 3 H2O + 2 NADP+ + CO2
sll1468	(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside) <=>(3R,2'S)-Myxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)
sll1468	(Z)-4-Hydroxyphenylacetaldehyde-oxime + NADPH + H+ + Oxygen <=>4-Hydroxymandelonitrile + NADP+ + 2 H2O
sll1468	Echinenone <=> 3'-Hydroxyechinenone
sll1468	p-Coumaroyl-CoA <=> Caffeoyl-CoA
sll1468	alpha-Carotene <=> Zeinoxanthin
sll1468	Thiobenzamide S-oxide + NADPH + H+ + Oxygen <=> ThiobenzamideS,S-dioxide + NADP+ + H2O
sll1468	Phenanthracene + Oxygen + NADH + H+ <=> 1-Phenanthrol + H2O + NAD+
sll1468	2-Polyprenyl-6-methoxyphenol + Oxygen <=>2-Polyprenyl-6-methoxy-1,4-benzoquinone + H2O
sll1468	p-Benzenediol + NADPH + H+ + Oxygen <=> Benzene-1,2,4-triol + NADP++ H2O
sll1468	2-Hexaprenylphenol + Oxygen + NADPH <=> 2-Hexaprenyl-6-hydroxyphenol+ NADP+ + H2O
sll1468	Salicylate + NADH + Oxygen + H+ <=> 2,5-Dihydroxybenzoate + NAD+ +H2O
sll1468	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH +H+ <=> 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone +NADP+ + H2O
sll1468	Pentahomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>8-Methylthiooctanaldoxime + 3 H2O + 2 NADP+ + CO2
sll1468	Ferulate + NADPH + H+ + Oxygen <=> 5-Hydroxyferulate + NADP+ + H2O
sll1468	Amino acid + 2 Oxygen + 2 NADPH + 2 H+ <=> Aldoxime + 2 NADP+ + 3H2O + CO2
sll1468	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone + Oxygen + NADPH +H+ <=> 2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone +NADP+ + H2O
sll1468	(+)-Limonene + NADH + Oxygen <=> Limonene-1,2-epoxide + NAD+ + HO-
sll1468	4-Coumarate <=> Caffeate
sll1468	Tetrahomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>7-Methylthioheptanaldoxime + 3 H2O + 2 NADP+ + CO2
sll1468	Coniferyl alcohol + NADPH + H+ + Oxygen <=> 5-Hydroxyconiferylalcohol + NADP+ + H2O
sll1468	Toluene-4-sulfonate + Oxygen + NADH + H+ <=> 4-Sulfobenzyl alcohol +NAD+ + H2O
sll1468	Trimethylamine + NADH + H+ + Oxygen <=> Trimethylamine N-oxide +NAD+ + H2O
sll1468	Bisphenol A + NADH + H+ + Oxygen <=>2,2-Bis(4-hydroxyphenyl)-1-propanol + NAD+ + H2O
sll1468	Trihomomethionine + 2 Oxygen + 2 NADPH + 2 H+ <=>6-Methylthiohexanaldoxime + 3 H2O + 2 NADP+ + CO2
sll1468	2,4,5-Trichlorophenol + 2 NADH + Oxygen <=> 2,5-Dichlorohydroquinone+ 2 NAD+ + HO- + Cl-
sll1468	Phenylacetic acid + Oxygen + NADH + H+ <=> 2-Hydroxyphenylacetate +NAD+ + H2O
sll1468	L-Valine + 2 Oxygen + 2 NADPH + 2 H+ <=> 2-Methylpropanal oxime + 3H2O + 2 NADP+ + CO2
sll1468	3-Hydroxyechinenone <=> Adonixanthin
sll1468	Tryptamine + Oxygen + NADPH <=> N-Hydroxyl-tryptamine + H2O + NADP+
sll1468	2,2-Bis(4-hydroxyphenyl)-1-propanol + NADH + H+ + Oxygen <=>2,3-Bis(4-hydroxyphenyl)-1,2-propanediol + NAD+ + H2O
sll1468	Phenanthracene + Oxygen + NADH + H+ <=> Phenanthrene-1,2-oxide + H2O+ NAD+
sll1468	4-Ethylphenol + NADPH + H+ + Oxygen <=> 1-(4'-Hydroxyphenyl)ethanol+ NADP+ + H2O
sll1468	2,4,5-Trichlorophenoxyacetic acid + Oxygen + NADH + H+ <=>2,4,5-Trichlorophenol + Glyoxylate + NAD+ + H2O
sll1917	Coproporphyrinogen III + 2 S-Adenosyl-L-methionine <=>Protoporphyrinogen IX + 2 CO2 + 2 L-Methionine + 2 5'-Deoxyadenosine
slr1720	tRNA(Asp) + L-Aspartate + ATP <=> L-Aspartyl-tRNA(Asp) + Diphosphate+ AMP
slr0523	ATP + 7,8-Diaminononanoate + CO2 <=> ADP + Orthophosphate +Dethiobiotin
sll0495	ATP + L-Asparagine + tRNA(Asn) <=> AMP + Diphosphate +L-Asparaginyl-tRNA(Asn)
sll0926	Trinitrotoluene + 2 NADH + 2 H+ <=>2-Hydroxylamino-4,6-dinitrotoluene + 2 NAD+ + H2O
sll0926	CDP-3,6-dideoxy-D-glucose + NADP+ <=>CDP-4-dehydro-3,6-dideoxy-D-glucose + NADPH + H+
sll0926	Divinylprotochlorophyllide + 2 H+ <=> Protochlorophyllide
sll0926	Hydroxyspheroidene + Oxygen <=> Hydroxyspheroidenone + H2O
sll0926	Cobalt-dihydro-precorrin 6 + 2 S-Adenosyl-L-methionine <=>Cobalt-precorrin 8 + 2 S-Adenosyl-L-homocysteine + CO2
sll0926	Trinitrotoluene + 2 NADPH + 2 H+ <=>4-Hydroxylamino-2,6-dinitrotoluene + 2 NADP+ + H2O
sll0926	2 S-Adenosyl-L-methionine + Precorrin 6Y <=> 2S-Adenosyl-L-homocysteine + Precorrin 8X + CO2
sll0926	6-Deoxyerythronolide B + Oxygen <=> Erythronolide B
sll0926	Trinitrotoluene + 2 NADH + 2 H+ <=>4-Hydroxylamino-2,6-dinitrotoluene + 2 NAD+ + H2O
sll0926	Cobalt-precorrin 7 + S-Adenosyl-L-methionine <=> Cobalt-precorrin 8+ S-Adenosyl-L-homocysteine + CO2
sll0926	Ecdysone <=> 26-Hydroxyecdysone
sll0926	2-Ketospirilloxanthin + Oxygen <=> 2,2'-Diketospirilloxanthin + H2O
sll0926	Spirilloxanthin + Oxygen <=> 2-Ketospirilloxanthin + H2O
sll0926	20-Hydroxyecdysone <=> 20,26-Dihydroxyecdysone
sll0926	dTDP-3-amino-4,6-deoxy-3,4-dehydroglucose <=>dTDP-3-amino-3,4,6-trideoxy-D-glucose
sll0926	Spheroidene + Oxygen <=> Spheroidenone + H2O
slr1364	Dethiobiotin + Sulfur + 2 S-Adenosyl-L-methionine + 2 e- + 2 H+ <=>Biotin + 2 L-Methionine + 2 5'-Deoxyadenosine
sll0817	Dimethylallyl diphosphate + tRNA <=> Diphosphate + tRNA containing6-isopentenyladenosine
slr0899	Cyanate + H2O <=> Carbamate
slr0899	Cyanate + H+ + HCO3- <=> CO2 + Carbamate
slr0899	Carbamate <=> NH3 + CO2
slr2079	D-Glutamine + H2O <=> D-Glutamate + NH3
slr1265	ATP + RNA <=> Diphosphate + RNA
slr1265	CTP + RNA <=> Diphosphate + RNA
slr1265	UTP + RNA <=> Diphosphate + RNA
slr1265	GTP + RNA <=> Diphosphate + RNA
slr1265	Nucleoside triphosphate + RNA <=> Diphosphate + RNA
sll0509	Adenylyl sulfate + ATP <=> Sulfate + P1,P4-Bis(5'-adenosyl)tetraphosphate
sll0509	ADP + ATP <=> Orthophosphate + P1,P4-Bis(5'-adenosyl) tetraphosphate
slr0707	dTTP + DNA <=> Diphosphate + DNA
slr0707	dATP + DNA <=> Diphosphate + DNA
slr0707	dCTP + DNA <=> Diphosphate + DNA
slr0707	Deoxynucleoside triphosphate + DNA(n) <=> Diphosphate + DNA(n+1)
slr0707	dGTP + DNA <=> Diphosphate + DNA
slr0216	Adenosyl cobinamide + ATP <=> Adenosyl cobinamide phosphate + ADP
slr0216	Adenosyl cobinamide phosphate + GTP <=> Adenosine-GDP-cobinamide +Diphosphate
slr0216	Adenosyl cobinamide + GTP <=> Adenosyl cobinamide phosphate + GDP
sll0657	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine + di-trans,poly-cis-Undecaprenyl phosphate <=> UMP +Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
sll0657	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) +di-trans,poly-cis-Undecaprenyl phosphate <=> UMP +MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol
slr0185	5-FU + 5-Phospho-alpha-D-ribose 1-diphosphate <=> 5-Fluorouridinemonophosphate + Diphosphate
sll0868	Octanoyl-[acp] + 2 Sulfur + 2 S-Adenosyl-L-methionine <=>Lipoyl-[acp] + 2 L-Methionine + 2 5'-Deoxyadenosine
sll0868	Protein N6-(octanoyl)lysine + 2 Sulfur + 2 S-Adenosyl-L-methionine<=> Protein N6-(lipoyl)lysine + 2 L-Methionine + 2 5'-Deoxyadenosine
slr1848	L-Histidinol + 2 NAD+ + H2O <=> L-Histidine + 2 NADH + 2 H+
slr0776	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=>3-Oxohexadecanoyl-[acp] + NADPH + H+
slr0776	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] <=>But-2-enoyl-[acyl-carrier protein] + H2O
slr0776	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + Acyl-carrierprotein <=> UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine +(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
slr0776	Acetyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=>Acetoacetyl-[acp] + CO2 + Acyl-carrier protein
slr0776	3-Oxostearoyl-[acp] + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-[acp] +NADP+
slr0776	3-Hydroxyoctadecanoyl-[acp] <=> (2E)-Octadecenoyl-[acp] + H2O
slr0776	Malonyl-CoA + Palmitoyl-CoA <=> 3-Oxostearoyl-CoA + CoA + CO2
slr0776	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxotetradecanoyl-[acp] + NADPH + H+
slr0776	Hexanoyl-[acp] + NAD+ <=> trans-Hex-2-enoyl-[acp] + NADH + H+
slr0776	4'''-Demalonylsalvianin + Malonyl-CoA <=> Salvianin + CoA
slr0776	Lauroyl-KDO2-lipid IV(A) + Acyl-carrier protein <=>Dodecanoyl-[acyl-carrier protein] +Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)
slr0776	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=>Acetoacetyl-[acp] + NADPH + H+
slr0776	Octadecanoyl-[acyl-carrier protein] + H2O <=> Acyl-carrier protein +Octadecanoic acid
slr0776	Pelargonidin 3-O-glucoside + p-Coumaroyl-CoA <=> Pelargonidin3-(6-p-coumaroyl)glucoside + CoA
slr0776	Feruloyl-CoA + Malonyl-CoA <=> Feruloyl-diketide-CoA + CoA + CO2
slr0776	Delphinidin 3-O-glucoside + p-Coumaroyl-CoA <=> Delphinidin3-(6-p-coumaroyl)glucoside + CoA
slr0776	1-(1-Alkenyl)-sn-glycero-3-phosphate + Acyl-CoA <=>2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + CoA
slr0776	Decanoyl-[acp] + NAD+ <=> trans-Dec-2-enoyl-[acp] + NADH + H+
slr0776	Betanin + 1-O-Feruloyl-beta-D-glucose <=> Lampranthin II + D-Glucose
slr0776	Hexadecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxostearoyl-[acp] + Acyl-carrier protein + CO2
slr0776	Butyryl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxohexanoyl-[acp] + CO2 + Acyl-carrier protein
slr0776	Albireodelphin <=> Gentiodelphin
slr0776	Ecgonine methyl ester + S-Benzoate coenzyme A <=> Cocaine + CoA
slr0776	Benzoyl acetyl-CoA + CoA <=> S-Benzoate coenzyme A + Acetyl-CoA
slr0776	D-Alanine + Acetyl-CoA <=> 2-Amino-4-oxopentanoic acid + CoA
slr0776	n (R)-3-Hydroxybutanoyl-CoA <=> Poly-beta-hydroxybutyrate + n CoA
slr0776	L-Lysine + Acetyl-CoA <=> N6-Acetyl-L-lysine + CoA
slr0776	Propanoyl-CoA + 7 Malonyl-CoA <=>3,5,7,9,11,13,15-Heptaoxo-heptadecanoyl-[acp] + 7 CO2 + 7 CoA
slr0776	p-Coumaroyl-CoA + Malonyl-CoA <=> p-Coumaroyl-diketide-CoA + CoA +CO2
slr0776	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxooctanoyl-[acp] + NADPH + H+
slr0776	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=>trans-Oct-2-enoyl-[acp] + H2O
slr0776	(R)-3-Hydroxydodecanoyl-[acp] <=> trans-Dodec-2-enoyl-[acp] + H2O
slr0776	Chrysanthemin + p-Coumaroyl-CoA <=> Cyanidin3-O-(6-O-p-coumaroyl)glucoside + CoA
slr0776	Delphinidin 3-O-(6-O-malonyl-beta-D-glucoside) + Malonyl-CoA <=>Delphinidin 3-O-3'',6''-O-dimalonylglucoside + CoA
slr0776	Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrierprotein]
slr0776	Hexadecanoyl-[acp] + H2O <=> Acyl-carrier protein + Hexadecanoicacid
slr0776	Butyryl-[acp] + NAD+ <=> But-2-enoyl-[acyl-carrier protein] + NADH +H+
slr0776	4-Hydroxyphenylacetyl-CoA + Glycine <=> 4-Hydroxyphenylacetylglycine+ CoA
slr0776	Di[3-deoxy-D-manno-octulosonyl]-lipid A + Acyl-carrier protein <=>Tetradecanoyl-[acp] + Lauroyl-KDO2-lipid IV(A)
slr0776	(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] +NADPH + H+
slr0776	Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein
slr0776	3-Oxopimeloyl-CoA + CoA <=> Glutaryl-CoA + Acetyl-CoA
slr0776	Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside) + Malonyl-CoA <=>Pelargonidin 3-O-3'',6''-O-dimalonylglucoside + CoA
slr0776	Tetradecanoyl-[acp] + NAD+ <=> trans-Tetradec-2-enoyl-[acp] + NADH +H+
slr0776	Acetyl-CoA + 7 Malonyl-CoA <=>3,5,7,9,11,13,15-Heptaoxo-hexadecanoyl-[acp] + 7 CO2 + 7 CoA
slr0776	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA + CoA <=>3-Isopropylbut-3-enoyl-CoA + Propanoyl-CoA
slr0776	Octanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein
slr0776	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] <=>trans-Dec-2-enoyl-[acp] + H2O
slr0776	Butanoyl-CoA + 7 Malonyl-CoA <=>3,5,7,9,11,13,15-Heptaoxo-octadecanoyl-[acp] + 7 CO2 + 7 CoA
slr0776	Hexadecanoyl-[acp] + NAD+ <=> trans-Hexadec-2-enoyl-[acp] + NADH +H+
slr0776	Phenylacetyl-CoA + Glycine <=> Phenylacetylglycine + CoA
slr0776	(2E)-Octadecenoyl-[acp] + NADH + H+ <=> Octadecanoyl-[acyl-carrierprotein] + NAD+
slr0776	Amaranthin + 1-O-Feruloyl-beta-D-glucose <=> Celosianin II +D-Glucose
slr0776	Cyanin + p-Coumaroyl-CoA <=> Cyanidin3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside + CoA
slr0776	3-Hydroxy-5-oxohexanoyl-CoA + CoA <=> (S)-3-Hydroxybutanoyl-CoA +Acetyl-CoA
slr0776	p-Coumaroyl-diketide-CoA + Feruloyl-CoA + H2O <=> Demethoxycurcumin+ 2 CoA + CO2
slr0776	Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein
slr0776	(R)-3-Hydroxyhexanoyl-[acp] <=> trans-Hex-2-enoyl-[acp] + H2O
slr0776	Benzoylsuccinyl-CoA + CoA <=> S-Benzoate coenzyme A + Succinyl-CoA
slr0776	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxodecanoyl-[acp] + NADPH
slr0776	Glycosyl-4,4'-diaponeurosporenoate <=> Staphyloxanthin
slr0776	Feruloyl-diketide-CoA + Feruloyl-CoA + H2O <=> Curcumin + 2 CoA +CO2
slr0776	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=>trans-Tetradec-2-enoyl-[acp] + H2O
slr0776	Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein
slr0776	Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein]<=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein
slr0776	(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH+ H+
slr0776	Delphinidin 3-O-glucoside + Caffeoyl-CoA <=> Delphinidin3-O-(6-caffeoyl-beta-D-glucoside) + CoA
slr0776	Naphthyl-2-oxomethyl-succinyl-CoA + CoA <=> 2-Naphthoyl-CoA +Succinyl-CoA
slr0776	Feruloyl-diketide-CoA + p-Coumaroyl-CoA + H2O <=> Demethoxycurcumin+ 2 CoA + CO2
slr0776	Chrysanthemin + Caffeoyl-CoA <=> Cyanidin 3-(6-p-caffeoyl)glucoside+ CoA
slr0776	3'-N-Debenzoyltaxol + S-Benzoate coenzyme A <=> Paclitaxel + CoA
slr0776	p-Coumaroyl-diketide-CoA + p-Coumaroyl-CoA + H2O <=>Bisdemethoxycurcumin + 2 CoA + CO2
slr0776	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=>trans-Hexadec-2-enoyl-[acp] + H2O
slr0776	Dodecanoyl-[acyl-carrier protein] + NAD+ <=>trans-Dodec-2-enoyl-[acp] + NADH + H+
slr0776	Octanoyl-[acp] + NAD+ <=> trans-Oct-2-enoyl-[acp] + NADH + H+
slr0776	Pelargonin + Caffeoyl-CoA <=> Pelargonidin3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside + CoA
slr0776	Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside) + Malonyl-CoA <=>Cyanidin 3-O-3'',6''-O-dimalonylglucoside + CoA
slr0776	Pelargonidin 3-O-glucoside + Caffeoyl-CoA <=> Pelargonidin3-O-(6-caffeoyl-beta-D-glucoside) + CoA
slr0776	1H-Imidazole-4-ethanamine + Acetyl-CoA <=>4-(beta-Acetylaminoethyl)imidazole + CoA
slr0261	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
slr0557	ATP + L-Valine + tRNA(Val) <=> AMP + Diphosphate + L-Valyl-tRNA(Val)
slr0506	Chlorophyllide + NADP+ <=> Protochlorophyllide + NADPH + H+
slr0506	Divinyl chlorophyllide a + NADP+ <=> Divinylprotochlorophyllide +NADPH + H+
sll0720	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=>3-Oxohexadecanoyl-[acp] + NADPH + H+
sll0720	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] <=>But-2-enoyl-[acyl-carrier protein] + H2O
sll0720	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + Acyl-carrierprotein <=> UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine +(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
sll0720	Acetyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=>Acetoacetyl-[acp] + CO2 + Acyl-carrier protein
sll0720	3-Oxostearoyl-[acp] + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-[acp] +NADP+
sll0720	3-Hydroxyoctadecanoyl-[acp] <=> (2E)-Octadecenoyl-[acp] + H2O
sll0720	Malonyl-CoA + Palmitoyl-CoA <=> 3-Oxostearoyl-CoA + CoA + CO2
sll0720	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxotetradecanoyl-[acp] + NADPH + H+
sll0720	Hexanoyl-[acp] + NAD+ <=> trans-Hex-2-enoyl-[acp] + NADH + H+
sll0720	4'''-Demalonylsalvianin + Malonyl-CoA <=> Salvianin + CoA
sll0720	Lauroyl-KDO2-lipid IV(A) + Acyl-carrier protein <=>Dodecanoyl-[acyl-carrier protein] +Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)
sll0720	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=>Acetoacetyl-[acp] + NADPH + H+
sll0720	Octadecanoyl-[acyl-carrier protein] + H2O <=> Acyl-carrier protein +Octadecanoic acid
sll0720	Pelargonidin 3-O-glucoside + p-Coumaroyl-CoA <=> Pelargonidin3-(6-p-coumaroyl)glucoside + CoA
sll0720	Feruloyl-CoA + Malonyl-CoA <=> Feruloyl-diketide-CoA + CoA + CO2
sll0720	Delphinidin 3-O-glucoside + p-Coumaroyl-CoA <=> Delphinidin3-(6-p-coumaroyl)glucoside + CoA
sll0720	1-(1-Alkenyl)-sn-glycero-3-phosphate + Acyl-CoA <=>2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + CoA
sll0720	Decanoyl-[acp] + NAD+ <=> trans-Dec-2-enoyl-[acp] + NADH + H+
sll0720	Betanin + 1-O-Feruloyl-beta-D-glucose <=> Lampranthin II + D-Glucose
sll0720	Hexadecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxostearoyl-[acp] + Acyl-carrier protein + CO2
sll0720	Butyryl-[acp] + Malonyl-[acyl-carrier protein] <=>3-Oxohexanoyl-[acp] + CO2 + Acyl-carrier protein
sll0720	Albireodelphin <=> Gentiodelphin
sll0720	Ecgonine methyl ester + S-Benzoate coenzyme A <=> Cocaine + CoA
sll0720	Benzoyl acetyl-CoA + CoA <=> S-Benzoate coenzyme A + Acetyl-CoA
sll0720	D-Alanine + Acetyl-CoA <=> 2-Amino-4-oxopentanoic acid + CoA
sll0720	n (R)-3-Hydroxybutanoyl-CoA <=> Poly-beta-hydroxybutyrate + n CoA
sll0720	L-Lysine + Acetyl-CoA <=> N6-Acetyl-L-lysine + CoA
sll0720	Propanoyl-CoA + 7 Malonyl-CoA <=>3,5,7,9,11,13,15-Heptaoxo-heptadecanoyl-[acp] + 7 CO2 + 7 CoA
sll0720	p-Coumaroyl-CoA + Malonyl-CoA <=> p-Coumaroyl-diketide-CoA + CoA +CO2
sll0720	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxooctanoyl-[acp] + NADPH + H+
sll0720	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=>trans-Oct-2-enoyl-[acp] + H2O
sll0720	(R)-3-Hydroxydodecanoyl-[acp] <=> trans-Dodec-2-enoyl-[acp] + H2O
sll0720	Chrysanthemin + p-Coumaroyl-CoA <=> Cyanidin3-O-(6-O-p-coumaroyl)glucoside + CoA
sll0720	Delphinidin 3-O-(6-O-malonyl-beta-D-glucoside) + Malonyl-CoA <=>Delphinidin 3-O-3'',6''-O-dimalonylglucoside + CoA
sll0720	Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrierprotein]
