start1	end1	start2	end2	idone	idtwo	strand
2873954	2874020	421118	421183	NC_000911	NC_007513	+
2874870	2875454	421736	422320	NC_000911	NC_007513	+
2875550	2876144	422382	422972	NC_000911	NC_007513	+
2917558	2918638	1940546	1939466	NC_000911	NC_007513	-
2938757	2939473	1330449	1331168	NC_000911	NC_007513	+
2995870	2996605	326341	325605	NC_000911	NC_007513	-
2999118	2999170	171976	172026	NC_000911	NC_007513	+
2999177	3000289	172072	173184	NC_000911	NC_007513	+
3163362	3164222	1387324	1388184	NC_000911	NC_007513	+
3177371	3178047	1554841	1555502	NC_000911	NC_007513	+
3178323	3178638	1555592	1555902	NC_000911	NC_007513	+
3178674	3179808	1555920	1557056	NC_000911	NC_007513	+
3198749	3199734	906156	905171	NC_000911	NC_007513	-
3203952	3204710	1359241	1358484	NC_000911	NC_007513	-
3205514	3206677	1357725	1356593	NC_000911	NC_007513	-
3206732	3207035	1356562	1356259	NC_000911	NC_007513	-
3208700	3210358	2033200	2034876	NC_000911	NC_007513	+
3213542	3214382	2003853	2003013	NC_000911	NC_007513	-
3224057	3224221	1758329	1758495	NC_000911	NC_007513	+
3244185	3245179	58578	59586	NC_000911	NC_007513	+
3245270	3245422	59681	59832	NC_000911	NC_007513	+
3245464	3246018	59947	60500	NC_000911	NC_007513	+
3246720	3247249	60890	61423	NC_000911	NC_007513	+
3247289	3247813	61441	61959	NC_000911	NC_007513	+
3247816	3247918	61985	62084	NC_000911	NC_007513	+
3248328	3249323	62179	63173	NC_000911	NC_007513	+
3249410	3250180	63198	63967	NC_000911	NC_007513	+
3251022	3251083	64181	64241	NC_000911	NC_007513	+
3251334	3252396	64493	65561	NC_000911	NC_007513	+
3264314	3266622	2125450	2123136	NC_000911	NC_007513	-
3267239	3267524	297146	296861	NC_000911	NC_007513	-
3267774	3268268	296714	296221	NC_000911	NC_007513	-
3268395	3269018	296138	295523	NC_000911	NC_007513	-
3269069	3270064	295505	294509	NC_000911	NC_007513	-
3291165	3291663	2082678	2083172	NC_000911	NC_007513	+
3317723	3318672	1500816	1499867	NC_000911	NC_007513	-
3323475	3323577	1625056	1625157	NC_000911	NC_007513	+
3323808	3324552	1625257	1626001	NC_000911	NC_007513	+
3337316	3338372	921120	920055	NC_000911	NC_007513	-
3348688	3351233	2203991	2206533	NC_000911	NC_007513	+
3354454	3354685	1919472	1919702	NC_000911	NC_007513	+
3354730	3355678	1919745	1920692	NC_000911	NC_007513	+
3355754	3356255	1920769	1921269	NC_000911	NC_007513	+
3356323	3358157	1921311	1923154	NC_000911	NC_007513	+
3406470	3407769	1993529	1994828	NC_000911	NC_007513	+
3434424	3434682	553836	554094	NC_000911	NC_007513	+
3434918	3436360	554258	555702	NC_000911	NC_007513	+
3498955	3500573	1181473	1183091	NC_000911	NC_007513	+
3516570	3517864	1187577	1186277	NC_000911	NC_007513	-
3520151	3520290	1886502	1886367	NC_000911	NC_007513	-
3520576	3520805	1886012	1885780	NC_000911	NC_007513	-
3520851	3521305	1885734	1885280	NC_000911	NC_007513	-
3533837	3535006	2219014	2217840	NC_000911	NC_007513	-
3561937	3563741	1260029	1258219	NC_000911	NC_007513	-
3563827	3564147	1258190	1257870	NC_000911	NC_007513	-
3564835	3566632	1531616	1529819	NC_000911	NC_007513	-
3190	4219	1224459	1225488	NC_000911	NC_007516	+
78964	79516	3977	3419	NC_000911	NC_007516	-
79651	80737	3317	2231	NC_000911	NC_007516	-
93231	94365	318243	319362	NC_000911	NC_007516	+
96489	98501	554598	556604	NC_000911	NC_007516	+
133053	133908	1901178	1902056	NC_000911	NC_007516	+
133938	134102	1902062	1902225	NC_000911	NC_007516	+
134437	134568	1902392	1902522	NC_000911	NC_007516	+
135639	137271	1903897	1905531	NC_000911	NC_007516	+
138488	139201	1917760	1918469	NC_000911	NC_007516	+
139277	140009	1918543	1919250	NC_000911	NC_007516	+
153152	153298	152173	152025	NC_000911	NC_007516	-
153365	153549	152013	151831	NC_000911	NC_007516	-
161770	162699	126703	125777	NC_000911	NC_007516	-
162859	163594	125632	124885	NC_000911	NC_007516	-
172597	172884	2002592	2002878	NC_000911	NC_007516	+
173112	174911	2002999	2004794	NC_000911	NC_007516	+
175991	176503	2005771	2006283	NC_000911	NC_007516	+
176722	177432	2006473	2007177	NC_000911	NC_007516	+
177629	177687	2007225	2007283	NC_000911	NC_007516	+
189876	189953	1078022	1078099	NC_000911	NC_007516	+
192996	194373	840020	841389	NC_000911	NC_007516	+
196054	196206	844054	844207	NC_000911	NC_007516	+
204619	206391	1164783	1166555	NC_000911	NC_007516	+
232063	232983	217971	217054	NC_000911	NC_007516	-
233107	234147	216864	215810	NC_000911	NC_007516	-
239753	239902	199467	199606	NC_000911	NC_007516	+
241383	241557	200319	200490	NC_000911	NC_007516	+
283104	284348	165690	164446	NC_000911	NC_007516	-
315943	316686	406410	405670	NC_000911	NC_007516	-
320582	320661	336548	336627	NC_000911	NC_007516	+
328505	328687	1062408	1062603	NC_000911	NC_007516	+
329138	329271	1063202	1063334	NC_000911	NC_007516	+
329561	330799	1063648	1064886	NC_000911	NC_007516	+
339825	340749	455096	456011	NC_000911	NC_007516	+
442447	443038	379974	380565	NC_000911	NC_007516	+
471461	472884	304652	306078	NC_000911	NC_007516	+
508678	512236	1671027	1667463	NC_000911	NC_007516	-
531554	532861	1126157	1124850	NC_000911	NC_007516	-
579024	579372	1763338	1763686	NC_000911	NC_007516	+
603608	604583	261238	260263	NC_000911	NC_007516	-
619930	620089	1494052	1493882	NC_000911	NC_007516	-
627809	628884	1490426	1489336	NC_000911	NC_007516	-
634997	636368	818761	820145	NC_000911	NC_007516	+
637902	638028	821884	822017	NC_000911	NC_007516	+
640811	641958	828463	827316	NC_000911	NC_007516	-
643685	643825	825631	825477	NC_000911	NC_007516	-
658317	659081	1771540	1772301	NC_000911	NC_007516	+
696638	697675	1350800	1351837	NC_000911	NC_007516	+
726366	726840	419218	419691	NC_000911	NC_007516	+
726946	727465	419725	420244	NC_000911	NC_007516	+
782390	782663	14869	15139	NC_000911	NC_007516	+
782740	782891	15210	15360	NC_000911	NC_007516	+
783388	784714	15552	16878	NC_000911	NC_007516	+
788205	789978	317483	315705	NC_000911	NC_007516	-
791227	791640	589172	588754	NC_000911	NC_007516	-
791863	792720	588728	587865	NC_000911	NC_007516	-
792770	793348	587815	587237	NC_000911	NC_007516	-
793599	794211	587133	586524	NC_000911	NC_007516	-
796113	796652	1016736	1017274	NC_000911	NC_007516	+
796796	797269	1017348	1017820	NC_000911	NC_007516	+
797779	798676	1018216	1019112	NC_000911	NC_007516	+
798820	799959	1019198	1020339	NC_000911	NC_007516	+
800084	801198	1020393	1021506	NC_000911	NC_007516	+
801251	801313	1021527	1021593	NC_000911	NC_007516	+
807080	809202	1297200	1295114	NC_000911	NC_007516	-
818441	818761	121275	121594	NC_000911	NC_007516	+
818802	819987	121639	122823	NC_000911	NC_007516	+
820114	821332	122883	124100	NC_000911	NC_007516	+
821551	821773	124134	124356	NC_000911	NC_007516	+
824623	826023	660700	662104	NC_000911	NC_007516	+
826556	826883	362417	362761	NC_000911	NC_007516	+
826933	827807	362771	363626	NC_000911	NC_007516	+
827890	828535	363838	364479	NC_000911	NC_007516	+
828557	828669	364505	364616	NC_000911	NC_007516	+
828700	829067	364674	365040	NC_000911	NC_007516	+
829104	829356	365052	365298	NC_000911	NC_007516	+
829540	830087	365480	366026	NC_000911	NC_007516	+
830195	830612	366074	366487	NC_000911	NC_007516	+
830653	831047	366505	366893	NC_000911	NC_007516	+
831103	831197	366941	367031	NC_000911	NC_007516	+
831778	832266	367172	367656	NC_000911	NC_007516	+
832410	832760	367719	368068	NC_000911	NC_007516	+
832833	833259	368127	368555	NC_000911	NC_007516	+
833298	833873	368598	369178	NC_000911	NC_007516	+
833888	834210	369197	369521	NC_000911	NC_007516	+
834333	834845	369589	370100	NC_000911	NC_007516	+
834894	835253	370248	370609	NC_000911	NC_007516	+
835255	835800	370645	371195	NC_000911	NC_007516	+
835856	836267	371207	371617	NC_000911	NC_007516	+
836356	836927	371638	372203	NC_000911	NC_007516	+
837000	837742	372210	372959	NC_000911	NC_007516	+
837751	838135	372993	373374	NC_000911	NC_007516	+
838243	838641	373534	373937	NC_000911	NC_007516	+
838676	840109	373949	375365	NC_000911	NC_007516	+
840152	840963	375443	376255	NC_000911	NC_007516	+
841009	841396	376266	376652	NC_000911	NC_007516	+
841518	841952	376775	377208	NC_000911	NC_007516	+
841994	842615	377229	377847	NC_000911	NC_007516	+
850708	851253	2372913	2372368	NC_000911	NC_007516	-
853761	855022	1882784	1884036	NC_000911	NC_007516	+
855086	855810	1884094	1884831	NC_000911	NC_007516	+
855898	856256	1884930	1885290	NC_000911	NC_007516	+
856313	857449	1885345	1886463	NC_000911	NC_007516	+
857529	857657	1888529	1888662	NC_000911	NC_007516	+
857695	859070	1888677	1890051	NC_000911	NC_007516	+
859094	860023	1890055	1890989	NC_000911	NC_007516	+
860041	860842	1891008	1891817	NC_000911	NC_007516	+
860965	861487	1892146	1892667	NC_000911	NC_007516	+
861514	861732	1892695	1892912	NC_000911	NC_007516	+
861869	862184	1892971	1893292	NC_000911	NC_007516	+
881971	882411	2432075	2431639	NC_000911	NC_007516	-
882844	883177	2431206	2430879	NC_000911	NC_007516	-
883454	883628	2430759	2430587	NC_000911	NC_007516	-
883633	884331	2430562	2429864	NC_000911	NC_007516	-
915310	917316	1987107	1985120	NC_000911	NC_007516	-
926669	926747	620088	620165	NC_000911	NC_007516	+
926870	927176	620226	620532	NC_000911	NC_007516	+
941686	942370	340210	340893	NC_000911	NC_007516	+
942383	943930	340946	342501	NC_000911	NC_007516	+
944187	946390	342536	344757	NC_000911	NC_007516	+
962906	963558	2504963	2504311	NC_000911	NC_007516	-
963711	964314	2504221	2503615	NC_000911	NC_007516	-
964321	964788	2503575	2503108	NC_000911	NC_007516	-
964823	965791	2503073	2502105	NC_000911	NC_007516	-
977384	977523	42861	43000	NC_000911	NC_007516	+
986295	986379	2073588	2073503	NC_000911	NC_007516	-
989772	991345	893500	891927	NC_000911	NC_007516	-
1003234	1004410	2456376	2455200	NC_000911	NC_007516	-
1063341	1064374	290206	291239	NC_000911	NC_007516	+
1064397	1064488	291246	291337	NC_000911	NC_007516	+
1064516	1065123	291400	292006	NC_000911	NC_007516	+
1097245	1097956	457831	457120	NC_000911	NC_007516	-
1102635	1103965	1348885	1347561	NC_000911	NC_007516	-
1117286	1117361	155631	155556	NC_000911	NC_007516	-
1117385	1118083	155532	154831	NC_000911	NC_007516	-
1118116	1119237	154798	153677	NC_000911	NC_007516	-
1192795	1193925	783261	784406	NC_000911	NC_007516	+
1208832	1209316	888151	887667	NC_000911	NC_007516	-
1209395	1209764	887609	887237	NC_000911	NC_007516	-
1209768	1210645	887215	886341	NC_000911	NC_007516	-
1262347	1263135	1209978	1210766	NC_000911	NC_007516	+
1329178	1329250	619590	619664	NC_000911	NC_007516	+
1347476	1349631	1812220	1810059	NC_000911	NC_007516	-
1350345	1351237	929009	928117	NC_000911	NC_007516	-
1397817	1399176	2208579	2207220	NC_000911	NC_007516	-
1399431	1399608	2207133	2206954	NC_000911	NC_007516	-
1399641	1399971	2206911	2206587	NC_000911	NC_007516	-
1400002	1400311	2206556	2206247	NC_000911	NC_007516	-
1401512	1401590	1737782	1737860	NC_000911	NC_007516	+
1408757	1409134	85328	85704	NC_000911	NC_007516	+
1409285	1409508	85859	86082	NC_000911	NC_007516	+
1414205	1416623	577880	580310	NC_000911	NC_007516	+
1430328	1430734	2012185	2012579	NC_000911	NC_007516	+
1430747	1430892	2012593	2012737	NC_000911	NC_007516	+
1430998	1431476	2012788	2013265	NC_000911	NC_007516	+
1431694	1431858	2013280	2013444	NC_000911	NC_007516	+
1432975	1434556	1968342	1969929	NC_000911	NC_007516	+
1451473	1451568	929971	930065	NC_000911	NC_007516	+
1451732	1451934	930233	930434	NC_000911	NC_007516	+
1452211	1452514	930715	931018	NC_000911	NC_007516	+
1510022	1511172	2239955	2241105	NC_000911	NC_007516	+
1548937	1549489	686183	686734	NC_000911	NC_007516	+
1549535	1550630	686785	687867	NC_000911	NC_007516	+
1585385	1586695	662695	663990	NC_000911	NC_007516	+
1589499	1590061	275788	276347	NC_000911	NC_007516	+
1651404	1652334	1223973	1223043	NC_000911	NC_007516	-
1667090	1668371	1987491	1988771	NC_000911	NC_007516	+
1668532	1668796	1988866	1989130	NC_000911	NC_007516	+
1712719	1713238	1172709	1173222	NC_000911	NC_007516	+
1744647	1744734	1299002	1298915	NC_000911	NC_007516	-
1745338	1745879	1298317	1297782	NC_000911	NC_007516	-
1753039	1754452	2156276	2154854	NC_000911	NC_007516	-
1769184	1770321	1306802	1305665	NC_000911	NC_007516	-
1830747	1831116	1317104	1316735	NC_000911	NC_007516	-
1831142	1831215	1316709	1316636	NC_000911	NC_007516	-
1831493	1832089	1316415	1315832	NC_000911	NC_007516	-
1835509	1835620	354908	355016	NC_000911	NC_007516	+
1854214	1855660	1888397	1886948	NC_000911	NC_007516	-
1873697	1874747	2510458	2509408	NC_000911	NC_007516	-
1875243	1875486	211194	211436	NC_000911	NC_007516	+
1875643	1876189	211525	212070	NC_000911	NC_007516	+
1876406	1876588	212286	212467	NC_000911	NC_007516	+
1876602	1876839	212506	212746	NC_000911	NC_007516	+
1890509	1892089	2410942	2409359	NC_000911	NC_007516	-
1914727	1915209	323638	324133	NC_000911	NC_007516	+
1915272	1918613	324170	327495	NC_000911	NC_007516	+
1918813	1919286	327579	328051	NC_000911	NC_007516	+
1919457	1919816	328108	328467	NC_000911	NC_007516	+
1934410	1935553	1160183	1161340	NC_000911	NC_007516	+
1984639	1985369	1996847	1997572	NC_000911	NC_007516	+
1985370	1985479	1997614	1997722	NC_000911	NC_007516	+
1985533	1985698	1997777	1997954	NC_000911	NC_007516	+
1994129	1995248	395349	396481	NC_000911	NC_007516	+
1995354	1995940	396522	397107	NC_000911	NC_007516	+
1995956	1996724	397151	397894	NC_000911	NC_007516	+
1996871	1997200	397989	398311	NC_000911	NC_007516	+
2012761	2013461	2198395	2199094	NC_000911	NC_007516	+
2014131	2014255	2200584	2200713	NC_000911	NC_007516	+
2026760	2027741	1788162	1789141	NC_000911	NC_007516	+
2027760	2028240	1789192	1789664	NC_000911	NC_007516	+
2087788	2087880	381540	381447	NC_000911	NC_007516	-
2092421	2092478	2191251	2191308	NC_000911	NC_007516	+
2094006	2094979	2020854	2019883	NC_000911	NC_007516	-
2095775	2096092	2436880	2436557	NC_000911	NC_007516	-
2097370	2097566	2435190	2434996	NC_000911	NC_007516	-
2098727	2099026	2433596	2433300	NC_000911	NC_007516	-
2099068	2100125	2433297	2432231	NC_000911	NC_007516	-
2134502	2136585	2356659	2354582	NC_000911	NC_007516	-
2136665	2136906	2354502	2354261	NC_000911	NC_007516	-
2139257	2140386	2265887	2267018	NC_000911	NC_007516	+
2142568	2142801	2328403	2328635	NC_000911	NC_007516	+
2142922	2144243	2328757	2330080	NC_000911	NC_007516	+
2149525	2150232	881178	881887	NC_000911	NC_007516	+
2152314	2152628	2018880	2018566	NC_000911	NC_007516	-
2192422	2192675	680993	681243	NC_000911	NC_007516	+
2192688	2193390	681303	682005	NC_000911	NC_007516	+
2194406	2195712	956563	955266	NC_000911	NC_007516	-
2195735	2195948	955264	955051	NC_000911	NC_007516	-
2196020	2196614	954979	954385	NC_000911	NC_007516	-
2206002	2206369	810652	810285	NC_000911	NC_007516	-
2214703	2215740	2249529	2248495	NC_000911	NC_007516	-
2230416	2231274	851278	850412	NC_000911	NC_007516	-
2248593	2250129	1979090	1980628	NC_000911	NC_007516	+
2250242	2250464	1980683	1980902	NC_000911	NC_007516	+
2263061	2263382	1833732	1833414	NC_000911	NC_007516	-
2263949	2264156	1833237	1833030	NC_000911	NC_007516	-
2288179	2289344	2213848	2215016	NC_000911	NC_007516	+
2299413	2299932	241441	241960	NC_000911	NC_007516	+
2312676	2314576	2487173	2489079	NC_000911	NC_007516	+
2331727	2332987	965652	966911	NC_000911	NC_007516	+
2333029	2333523	966957	967450	NC_000911	NC_007516	+
2334978	2335080	968824	968925	NC_000911	NC_007516	+
2338651	2339675	1758361	1757337	NC_000911	NC_007516	-
2339791	2340065	1757221	1756947	NC_000911	NC_007516	-
2372405	2372976	1692553	1693124	NC_000911	NC_007516	+
2428048	2428696	470436	471081	NC_000911	NC_007516	+
2428809	2429203	471106	471500	NC_000911	NC_007516	+
2439232	2440227	254727	253729	NC_000911	NC_007516	-
2457108	2457879	196831	197599	NC_000911	NC_007516	+
2466553	2467477	1496221	1497147	NC_000911	NC_007516	+
2467512	2468873	1497237	1498606	NC_000911	NC_007516	+
2469396	2469490	1498883	1498979	NC_000911	NC_007516	+
2470690	2471681	1689994	1690989	NC_000911	NC_007516	+
2472477	2473246	631705	632474	NC_000911	NC_007516	+
2478465	2479860	716868	718272	NC_000911	NC_007516	+
2504519	2506073	43375	44937	NC_000911	NC_007516	+
2510317	2511296	697954	696981	NC_000911	NC_007516	-
2511522	2512146	696862	696238	NC_000911	NC_007516	-
2516871	2517610	1544683	1545425	NC_000911	NC_007516	+
2529641	2530711	1235625	1236707	NC_000911	NC_007516	+
2534651	2534734	593052	593132	NC_000911	NC_007516	+
2538952	2540230	594880	596157	NC_000911	NC_007516	+
2540288	2540660	596216	596588	NC_000911	NC_007516	+
2560252	2561264	2223686	2224698	NC_000911	NC_007516	+
2578226	2579149	772227	771307	NC_000911	NC_007516	-
2582931	2583005	300106	300180	NC_000911	NC_007516	+
2611081	2612605	80533	79009	NC_000911	NC_007516	-
2629275	2629937	868633	867974	NC_000911	NC_007516	-
2636985	2637120	1315586	1315451	NC_000911	NC_007516	-
2638037	2638098	1315449	1315388	NC_000911	NC_007516	-
2638152	2639350	1315334	1314108	NC_000911	NC_007516	-
2639649	2640525	1313963	1313085	NC_000911	NC_007516	-
2647402	2647681	83977	83701	NC_000911	NC_007516	-
2647801	2648409	83581	82973	NC_000911	NC_007516	-
2648602	2649436	82801	81967	NC_000911	NC_007516	-
2649447	2650165	81923	81205	NC_000911	NC_007516	-
2688099	2688245	1763854	1763708	NC_000911	NC_007516	-
2702124	2702277	1212779	1212928	NC_000911	NC_007516	+
2702326	2703881	1212978	1214529	NC_000911	NC_007516	+
2703908	2704298	1214569	1214959	NC_000911	NC_007516	+
2704323	2704487	1214963	1215118	NC_000911	NC_007516	+
2704509	2705246	1215185	1215935	NC_000911	NC_007516	+
2713334	2713430	1660158	1660058	NC_000911	NC_007516	-
2713436	2714966	1660019	1658473	NC_000911	NC_007516	-
2714975	2716473	1658417	1656916	NC_000911	NC_007516	-
2750887	2751977	1269599	1268525	NC_000911	NC_007516	-
2751978	2752906	1268483	1267554	NC_000911	NC_007516	-
2752925	2753648	1267526	1266803	NC_000911	NC_007516	-
2753812	2754072	1266659	1266394	NC_000911	NC_007516	-
2754128	2754333	1266371	1266160	NC_000911	NC_007516	-
2779512	2781009	460682	459185	NC_000911	NC_007516	-
2791004	2791055	1654162	1654111	NC_000911	NC_007516	-
2793835	2794017	1993942	1993761	NC_000911	NC_007516	-
2798108	2798328	1989737	1989517	NC_000911	NC_007516	-
2803204	2803316	410794	410684	NC_000911	NC_007516	-
2820000	2821730	1072385	1070649	NC_000911	NC_007516	-
2857895	2859260	2211494	2212858	NC_000911	NC_007516	+
2859306	2859910	2212865	2213458	NC_000911	NC_007516	+
2871696	2873117	2092318	2090900	NC_000911	NC_007516	-
2873207	2873923	2090884	2090181	NC_000911	NC_007516	-
2875035	2875505	2089373	2088912	NC_000911	NC_007516	-
2875587	2876454	2088878	2088007	NC_000911	NC_007516	-
2887705	2888259	1517220	1516660	NC_000911	NC_007516	-
2888337	2888660	1516585	1516262	NC_000911	NC_007516	-
2917569	2918710	313961	315102	NC_000911	NC_007516	+
2938651	2939562	1479771	1480685	NC_000911	NC_007516	+
2959686	2959845	602760	602918	NC_000911	NC_007516	+
2963424	2964458	615017	616051	NC_000911	NC_007516	+
2981143	2981962	118113	117297	NC_000911	NC_007516	-
2999181	3000518	119263	120600	NC_000911	NC_007516	+
3002894	3003089	2475895	2475690	NC_000911	NC_007516	-
3004546	3005326	2474693	2473913	NC_000911	NC_007516	-
3065607	3065819	1049653	1049445	NC_000911	NC_007516	-
3065850	3066027	1049412	1049224	NC_000911	NC_007516	-
3066947	3067094	1048141	1047991	NC_000911	NC_007516	-
3067336	3067421	1047765	1047682	NC_000911	NC_007516	-
3067901	3068497	1046231	1045635	NC_000911	NC_007516	-
3068548	3069101	1045581	1045020	NC_000911	NC_007516	-
3069180	3070239	1044814	1043764	NC_000911	NC_007516	-
3070396	3071277	1043657	1042776	NC_000911	NC_007516	-
3071466	3071997	1042729	1042195	NC_000911	NC_007516	-
3072414	3073200	1042047	1041259	NC_000911	NC_007516	-
3084796	3085253	1470622	1470170	NC_000911	NC_007516	-
3085342	3085931	1470083	1469468	NC_000911	NC_007516	-
3085951	3086202	1469466	1469215	NC_000911	NC_007516	-
3086330	3086461	1469127	1468995	NC_000911	NC_007516	-
3086670	3086746	1468726	1468650	NC_000911	NC_007516	-
3086905	3087366	1468569	1468099	NC_000911	NC_007516	-
3087425	3088149	1468040	1467316	NC_000911	NC_007516	-
3162863	3163334	1542233	1542703	NC_000911	NC_007516	+
3163356	3164201	1542756	1543604	NC_000911	NC_007516	+
3176759	3177653	727289	726395	NC_000911	NC_007516	-
3178949	3180108	725319	724160	NC_000911	NC_007516	-
3185108	3185791	754103	754791	NC_000911	NC_007516	+
3185817	3186339	754827	755339	NC_000911	NC_007516	+
3203980	3204712	1502309	1501577	NC_000911	NC_007516	-
3204888	3205308	1501449	1501032	NC_000911	NC_007516	-
3205340	3205448	1500997	1500889	NC_000911	NC_007516	-
3205707	3206679	1500659	1499687	NC_000911	NC_007516	-
3206745	3206839	1499645	1499551	NC_000911	NC_007516	-
3213506	3214471	2229216	2228254	NC_000911	NC_007516	-
3224057	3224203	494316	494168	NC_000911	NC_007516	-
3244197	3245422	61108	62347	NC_000911	NC_007516	+
3245473	3246133	62473	63138	NC_000911	NC_007516	+
3246651	3247737	63404	64465	NC_000911	NC_007516	+
3248327	3248447	64750	64869	NC_000911	NC_007516	+
3248496	3249323	64919	65745	NC_000911	NC_007516	+
3249410	3249614	65770	65973	NC_000911	NC_007516	+
3249633	3250231	65993	66590	NC_000911	NC_007516	+
3251022	3252396	66753	68133	NC_000911	NC_007516	+
3264314	3266622	2375750	2373436	NC_000911	NC_007516	-
3267245	3267528	2220793	2221078	NC_000911	NC_007516	+
3267782	3268262	2221211	2221690	NC_000911	NC_007516	+
3268409	3268670	2221810	2222069	NC_000911	NC_007516	+
3268687	3268987	2222087	2222382	NC_000911	NC_007516	+
3269070	3270069	2222415	2223415	NC_000911	NC_007516	+
3278124	3279127	30833	29821	NC_000911	NC_007516	-
3279436	3279588	29618	29465	NC_000911	NC_007516	-
3279751	3280130	29411	29032	NC_000911	NC_007516	-
3280360	3280760	28802	28384	NC_000911	NC_007516	-
3281072	3281706	28201	27570	NC_000911	NC_007516	-
3317920	3318602	808711	809393	NC_000911	NC_007516	+
3323379	3323589	652366	652162	NC_000911	NC_007516	-
3323808	3324546	652075	651337	NC_000911	NC_007516	-
3333243	3334187	71347	70397	NC_000911	NC_007516	-
3334312	3334968	70296	69643	NC_000911	NC_007516	-
3337451	3338159	980064	979365	NC_000911	NC_007516	-
3338231	3338369	979293	979155	NC_000911	NC_007516	-
3339537	3340268	471686	472422	NC_000911	NC_007516	+
3340345	3340847	472464	472963	NC_000911	NC_007516	+
3345961	3346163	1367458	1367256	NC_000911	NC_007516	-
3346254	3346730	1367165	1366689	NC_000911	NC_007516	-
3348667	3351221	2477774	2480322	NC_000911	NC_007516	+
3354299	3354913	335204	334593	NC_000911	NC_007516	-
3355315	3356285	334191	333221	NC_000911	NC_007516	-
3356327	3356981	333206	332537	NC_000911	NC_007516	-
3357056	3358145	332459	331379	NC_000911	NC_007516	-
3406488	3406965	265273	264796	NC_000911	NC_007516	-
3407138	3407801	264623	263960	NC_000911	NC_007516	-
3416065	3416774	706983	706274	NC_000911	NC_007516	-
3421077	3421175	701759	701660	NC_000911	NC_007516	-
3425641	3426490	698897	698059	NC_000911	NC_007516	-
3433837	3434289	1949646	1949183	NC_000911	NC_007516	-
3434389	3434725	1949182	1948843	NC_000911	NC_007516	-
3434917	3436260	1948726	1947383	NC_000911	NC_007516	-
3498931	3499258	1182004	1181677	NC_000911	NC_007516	-
3499374	3500397	1181561	1180538	NC_000911	NC_007516	-
3515347	3516208	1319633	1318772	NC_000911	NC_007516	-
3520743	3521341	361543	362141	NC_000911	NC_007516	+
3533844	3535016	2492611	2491436	NC_000911	NC_007516	-
3550035	3550966	383378	382450	NC_000911	NC_007516	-
3559507	3559679	1087828	1088004	NC_000911	NC_007516	+
3561953	3563663	1088799	1090514	NC_000911	NC_007516	+
3563762	3564274	1090557	1091069	NC_000911	NC_007516	+
3564837	3566640	763331	765134	NC_000911	NC_007516	+
79820	80655	3043	2208	NC_000911	NC_007577	-
153239	153299	1585809	1585868	NC_000911	NC_007577	+
153374	153598	1585883	1586096	NC_000911	NC_007577	+
157303	157380	1586975	1587050	NC_000911	NC_007577	+
161759	162740	1587647	1588624	NC_000911	NC_007577	+
162817	163606	1588691	1589494	NC_000911	NC_007577	+
189879	189953	780233	780307	NC_000911	NC_007577	+
471565	472507	221911	220969	NC_000911	NC_007577	-
508776	512507	900867	904607	NC_000911	NC_007577	+
818445	818749	1593082	1592778	NC_000911	NC_007577	-
818809	819979	1592715	1591545	NC_000911	NC_007577	-
820104	821325	1591498	1590278	NC_000911	NC_007577	-
821552	821778	1590242	1590016	NC_000911	NC_007577	-
824879	825915	474262	475298	NC_000911	NC_007577	+
826682	826883	1523857	1524057	NC_000911	NC_007577	+
826920	827804	1524058	1524922	NC_000911	NC_007577	+
827929	829064	1525105	1526233	NC_000911	NC_007577	+
829153	830028	1526263	1527130	NC_000911	NC_007577	+
830194	831021	1527243	1528047	NC_000911	NC_007577	+
831155	831294	1528141	1528275	NC_000911	NC_007577	+
831998	832254	1528542	1528791	NC_000911	NC_007577	+
832401	832769	1528804	1529171	NC_000911	NC_007577	+
832820	833269	1529211	1529659	NC_000911	NC_007577	+
833305	833530	1529699	1529923	NC_000911	NC_007577	+
833557	833746	1529954	1530140	NC_000911	NC_007577	+
833843	834207	1530175	1530541	NC_000911	NC_007577	+
834337	834819	1530615	1531096	NC_000911	NC_007577	+
834893	835812	1531249	1532183	NC_000911	NC_007577	+
835864	836243	1532191	1532569	NC_000911	NC_007577	+
836350	836952	1532595	1533190	NC_000911	NC_007577	+
837000	838165	1533210	1534374	NC_000911	NC_007577	+
838185	838638	1534457	1534904	NC_000911	NC_007577	+
838681	840090	1534922	1536308	NC_000911	NC_007577	+
840138	840496	1536395	1536752	NC_000911	NC_007577	+
840561	840954	1536818	1537210	NC_000911	NC_007577	+
841001	841911	1537220	1538130	NC_000911	NC_007577	+
841977	842612	1538169	1538801	NC_000911	NC_007577	+
853842	854628	1466458	1467246	NC_000911	NC_007577	+
855232	855764	1467832	1468376	NC_000911	NC_007577	+
855849	856762	1468462	1469391	NC_000911	NC_007577	+
856801	857361	1469414	1469975	NC_000911	NC_007577	+
857723	857993	1472280	1472549	NC_000911	NC_007577	+
858420	859070	1472977	1473626	NC_000911	NC_007577	+
859095	859361	1473631	1473896	NC_000911	NC_007577	+
860259	860842	1474810	1475392	NC_000911	NC_007577	+
860945	861661	1475671	1476381	NC_000911	NC_007577	+
861919	862049	1476531	1476660	NC_000911	NC_007577	+
862084	862168	1476696	1476780	NC_000911	NC_007577	+
895105	895653	855541	855018	NC_000911	NC_007577	-
895931	896439	854734	854228	NC_000911	NC_007577	-
