start	end	operonid
2613717	2617889	2680
2618067	2624907	2681
2625095	2625481	1382007
2625478	2627874	2682
2628002	2629112	2683
2629271	2630266	1382008
2630469	2631868	2684
2632124	2633509	1382009
2633852	2636046	2685
2636236	2639441	2686
2639627	2641813	2687
2642135	2643145	1382010
2643403	2644569	1382011
2644795	2645097	1382012
2645271	2646074	1382013
2646623	2647282	1382014
2647386	2650184	1382015
2650377	2650997	1382016
2651440	2652951	2688
2653153	2655123	1382017
2655459	2657077	2689
2657148	2657594	1382018
2657850	2658632	1382019
2659080	2661744	2690
2661959	2663284	1382020
2663366	2664000	2691
2664403	2667521	2692
2667542	2668972	1382021
2669089	2670156	1382022
2670115	2673970	2693
2674101	2676196	2694
2676937	2677755	1382023
2678140	2679738	1382024
2679884	2680489	1382025
2680550	2683226	2695
2683443	2684824	2696
2684959	2687549	2697
2687952	2691445	2698
2691528	2695145	2699
2695620	2695775	1382026
2696125	2696406	1382027
2696549	2696836	1382028
2697151	2699145	2700
2699172	2699855	1382029
2700069	2700818	1382030
2700944	2701735	1382031
2701931	2705530	1382032
2705678	2705983	1382033
2706733	2707698	1382034
2708257	2711107	2701
2711419	2717713	2702
2718050	2718754	1382035
2718963	2720213	1382036
2720250	2722234	2703
2722431	2724419	2704
2724648	2725103	1382037
2725326	2728708	2705
2728812	2730071	1382038
2730649	2731563	1382039
2731560	2732774	1382040
2733081	2733986	1382041
2734030	2734323	1382042
2734522	2735598	2706
2735806	2738552	2707
2738712	2738915	1382043
2739149	2740654	1382044
2740911	2741327	1382045
2741674	2743125	1382046
2743295	2745766	2708
2745934	2747334	2709
2747604	2750441	2710
2750577	2750816	1382047
2751026	2754613	1382048
2754850	2755086	1382049
2755703	2760380	2711
2760435	2760632	1382050
2760689	2762953	2712
2763170	2763733	1382051
2763867	2765252	1382052
2765554	2768766	1382053
2769125	2770633	1382054
2770857	2775169	2713
2775324	2778946	2714
2779510	2781033	1382055
2781403	2790246	2715
2791074	2791526	1382056
2791820	2793001	1381277
2793159	2794880	2716
2794938	2796656	2717
2797039	2798410	2718
2798613	2799473	1382057
2799650	2801014	1382058
2801140	2803035	1382059
2803366	2806114	2719
2806082	2807059	1382060
2807211	2809804	2720
2810100	2811593	1382061
2811628	2812720	2721
2812914	2814924	2722
2815069	2815509	1382062
2815567	2816320	2723
2816517	2816960	1382063
2816991	2817453	2724
2817862	2819877	2725
2819894	2821855	1382064
2822101	2822454	1382065
2822579	2823535	1382066
2823646	2825711	2726
2825718	2827947	2727
2828140	2831615	2728
2831881	2833083	1382067
2833378	2835867	1382068
2835816	2837510	1382069
2837795	2839379	2729
2839689	2842575	2730
2842772	2844742	2731
2844809	2847189	2732
2847323	2848348	1382070
2848345	2848983	1382071
2849096	2850259	1382072
2850331	2853344	2733
2853611	2854486	1382073
2854916	2856130	1382074
2856160	2857410	1382075
2857507	2859919	2734
2860071	2860289	1382076
2860500	2861072	1382077
2861101	2861838	1382078
2862005	2862394	1382079
2862558	2863031	1382080
2863093	2866923	1382081
2867372	2869561	2735
2869752	2870699	1382082
2870696	2871418	1382083
2871674	2873116	1382084
2873258	2876855	2736
2876845	2879771	2737
2879965	2880549	1382085
2880766	2881155	1382086
2881378	2883819	1382087
2883920	2884276	1382088
2884357	2884839	1382089
2885022	2885810	1382090
2886182	2889122	2738
2889265	2890320	1382091
2890566	2891198	1382092
2891201	2893012	1382093
2893184	2894779	1382094
2894946	2905235	2739
2905482	2906510	1382095
2906797	2907429	1382096
2907447	2910874	2740
2911122	2911859	1382097
2911990	2915796	2741
2915853	2918774	2742
2918957	2921223	2743
2921446	2922439	2744
2922907	2924567	2745
2924779	2927283	2746
2927280	2930755	2747
2930768	2932009	2748
2932211	2934172	2749
2934430	2935320	1382098
2935471	2937525	1382099
2937748	2938308	1382100
2938630	2939631	1382101
2939802	2940515	1382102
2940566	2944889	2750
2945070	2946137	1382103
2946344	2948086	1382104
2948563	2949819	1382105
2950107	2950343	1382106
2951099	2952454	1382107
2952561	2954255	1382108
2954506	2957364	2751
2957479	2960756	2752
2961120	2961443	1382109
2961619	2963227	2753
2963397	2966033	2754
2966154	2966537	1382110
2966735	2967931	1382111
2968169	2969188	1382112
2969677	2971200	1382113
2971475	2972095	1382114
2972215	2975703	2755
2975741	2978162	2756
2978508	2980600	2757
2980659	2984747	2758
2984985	2987194	2759
2987263	2988609	1382115
2988807	2991898	2760
2992055	2993323	2761
2993505	2995717	2762
2995908	2997441	2763
2997811	2998080	1382116
2998239	2998925	1382117
2999181	3000560	1382118
3000786	3001742	1382119
3002075	3004453	2764
3004454	3006640	1382120
3007280	3009251	2765
3009463	3011424	2766
3011672	3014128	1382121
3014390	3016696	1382122
3017183	3019890	2767
3020301	3021821	1382123
3021893	3024271	2768
3024508	3025746	1382124
3026236	3027657	1382125
3028501	3031828	2769
3032496	3035412	2770
3035634	3037064	2771
3037310	3038044	1382126
3038375	3039166	1382127
3039858	3042408	2772
3042487	3042684	1382128
3042789	3043613	1382129
3043528	3043926	1382130
3044833	3047265	2773
3047714	3048635	2774
3048902	3050967	2775
3051086	3057151	2776
3057217	3058329	1382131
3058411	3060339	1382132
3060469	3061205	2777
3061357	3063522	1382133
3063549	3066207	2778
3066429	3067177	2779
3067358	3071321	2780
3071459	3071941	1382134
3072406	3073656	1382135
3073629	3074738	1382136
3075110	3078550	2781
3078838	3084123	2782
3084346	3088883	2783
3089093	3091014	2784
3091244	3093017	2785
3093408	3095586	2786
3096048	3098718	2787
3098729	3101566	1382137
3101820	3103579	2788
3103784	3104104	1382138
3104142	3107102	1382139
3107285	3108493	1382140
3108643	3110560	2789
3110910	3111830	1382141
3111996	3114287	2790
3114479	3115447	1382142
3115572	3116682	2791
3117042	3118091	1382143
3118192	3119515	2792
3119608	3123069	2793
3123182	3125035	1382144
3125045	3131986	2794
3132577	3138604	2795
3138917	3139855	1382145
3140045	3140356	1382146
3140307	3140678	1382147
3140713	3142875	1382148
3142957	3143571	1382149
3143696	3151977	2796
3152239	3152787	1382150
3152955	3154660	2797
3154910	3158048	2798
3158106	3159116	1382151
3159350	3160651	1382152
3160717	3161886	1382153
3161899	3164243	2799
3164404	3165591	1382154
3166050	3166448	1382155
3166607	3167680	1382156
3167887	3168801	1382157
3169054	3173158	2800
3173335	3176259	2801
3176543	3178066	1382158
3178231	3180135	1382159
3180380	3181537	1382160
3181708	3182013	1382161
3182315	3186250	2802
3186379	3188043	1382162
3188483	3189748	1382163
3189929	3191664	2803
3191661	3192494	1382164
3192683	3196542	2804
3196783	3199783	2805
3199930	3201452	2806
3201688	3202689	1382165
3202699	3210452	2807
3210650	3211606	1382166
3211808	3214510	2808
3214581	3217427	1382167
3217855	3218655	1382168
3218679	3219985	2809
3220162	3221106	1382169
3221251	3223864	2810
3224429	3225334	1382170
3225628	3227909	2811
3228010	3228375	1382171
3228712	3229590	1382172
3229780	3233180	2812
3233177	3235186	2813
3235429	3235680	1382173
3235746	3239748	2814
3240181	3241068	1382174
3241089	3243781	2815
3244079	3246101	2816
3246401	3247816	1382175
3248310	3250291	2817
3250985	3254414	2818
3254560	3257670	1382176
3257692	3259887	1382177
3260137	3261276	1382178
3261406	3262062	1382179
3262064	3264162	2819
3264290	3267022	1382180
3267244	3270196	2820
3270451	3273442	2821
3273693	3274016	1382181
3274546	3277923	2822
3278122	3279135	1382182
3279390	3282307	2823
3282442	3282912	1382183
3283104	3283406	1382184
3283467	3284165	1382185
3284283	3284846	1382186
3285051	3287168	1382187
3287354	3289264	1382188
3289256	3290785	1382189
3291097	3291966	1382190
3292177	3292884	1382191
3293078	3294505	1382192
3294498	3295250	1382193
3295580	3296443	1382194
3296462	3297247	1382195
3297312	3298097	1382196
3298326	3301393	2824
3301555	3302622	1382197
3302812	3304680	2825
3304872	3305381	1382198
3305654	3308773	1382199
3308878	3309474	1382200
3309530	3311431	1382201
3311660	3313345	1382202
3313667	3315754	1382203
3315938	3316735	1382204
3317363	3318804	2826
3318829	3320051	2827
3320075	3322763	2828
3323275	3324552	1382205
3330281	3332821	2829
3333244	3335046	1382206
3335247	3336242	1382207
3336407	3339485	2830
3339500	3340969	1382208
3341166	3341843	1382209
3342125	3342442	1382210
3342857	3344944	1382211
3345027	3347656	2831
3347941	3351296	2832
3351526	3352353	1382212
3352682	3353732	2833
3354192	3358862	1382213
3359578	3360579	1382214
3360732	3361886	1381276
3362057	3363166	1382215
3363266	3367137	2834
3367417	3370946	2835
3371247	3373689	2836
3373719	3374765	1382216
3375291	3377588	1382217
3377869	3378279	1382218
3378247	3379767	2837
3380130	3382397	2838
3382575	3383369	1382219
3383577	3383846	1382220
3384151	3386493	2839
3386777	3388465	1382221
3388694	3398261	2840
3398409	3398717	1382222
3398899	3399261	1382223
3399457	3403372	2841
3403557	3404306	1382224
3404545	3405249	1382225
3405462	3406311	2842
3406416	3407822	1382226
3408051	3410623	2843
3410761	3411852	1382227
3411849	3414667	2844
3414833	3415525	1382228
3415989	3416924	1382229
3417442	3418851	1382230
3418971	3419420	1382231
3419545	3421714	2845
3421907	3422482	1382232
3423032	3424381	1382233
3424394	3426518	2846
3427756	3428013	1382234
3428383	3429171	2847
3429461	3433020	2848
3433362	3434705	2849
3434876	3436435	1382235
3436529	3441844	1382236
3442661	3443311	1382237
3443514	3447386	1382238
3447715	3449110	2850
3449928	3452129	1382239
3452461	3454425	2851
3454422	3456056	1382240
3456238	3456954	1382241
3457459	3459397	2852
3459781	3461654	2853
3461844	3462422	1382242
3462883	3463341	1382243
3463667	3465289	1382244
3465779	3467743	1382245
3467881	3468696	1382246
3468873	3471842	2854
3472053	3473485	2855
3473513	3474199	1382247
3475181	3475618	1382248
3476059	3477754	2856
3478132	3479034	1382249
3479219	3482141	2857
3482568	3483284	1382250
3483472	3493482	2858
3493885	3496905	1382251
3497016	3498771	2859
3498903	3503178	2860
3503304	3504092	2861
3504240	3509747	2862
3510030	3511580	1382268
3511818	3512291	1382252
3512315	3513163	1382253
3513229	3514040	2863
3514232	3516208	1382254
3516539	3520561	2864
3520597	3523260	2865
3523717	3526591	2866
3527045	3528088	2867
3528265	3530971	2868
3530979	3532400	2869
3532600	3533610	1382255
3533844	3536422	2870
3536464	3538215	2871
3538411	3540212	2872
3540326	3542936	2873
3543143	3544210	1382256
3544207	3546532	2874
3546840	3549706	2875
3549956	3551020	1382257
3551159	3552382	1382258
3552457	3552954	1382259
3553097	3555512	2876
3555674	3557094	2877
3557139	3561144	2878
3561162	3561794	1382260
3561946	3564639	1382261
3564838	3567720	2879
3568022	3572403	2880
3573271	772	1381286
